Time,Displacement,Tension,Resistance,cycle
68.76,2.9,7.3,15.77,Relaxing
68.78,2.89,7.2,15.69,Relaxing
68.79,2.88,7.3,15.61,Relaxing
68.8,2.86,7.4,15.61,Relaxing
68.81,2.85,7.4,15.52,Relaxing
68.83,2.84,7.2,15.61,Relaxing
68.84,2.82,7.1,15.52,Relaxing
68.85,2.81,7.2,15.44,Relaxing
68.86,2.8,7.2,15.44,Relaxing
68.88,2.78,7.2,15.36,Relaxing
68.89,2.77,7,15.36,Relaxing
68.9,2.76,6.6,15.36,Relaxing
68.91,2.74,6.6,15.36,Relaxing
68.93,2.73,6.6,15.2,Relaxing
68.94,2.72,6.8,15.2,Relaxing
68.95,2.71,6.8,15.2,Relaxing
68.96,2.69,6.8,15.28,Relaxing
68.97,2.69,6.7,15.04,Relaxing
68.99,2.67,6.7,15.04,Relaxing
69,2.66,6.6,14.96,Relaxing
69.01,2.65,6.5,14.96,Relaxing
69.02,2.64,6.4,14.96,Relaxing
69.04,2.62,6.5,14.96,Relaxing
69.05,2.61,6.7,14.96,Relaxing
69.06,2.6,6.6,14.96,Relaxing
69.07,2.58,6.4,14.88,Relaxing
69.09,2.57,6.3,14.8,Relaxing
69.1,2.56,6.2,14.72,Relaxing
69.11,2.55,6.5,14.72,Relaxing
69.12,2.53,6.5,14.72,Relaxing
69.13,2.52,6.2,14.72,Relaxing
69.15,2.51,6,14.72,Relaxing
69.16,2.49,6,14.56,Relaxing
69.17,2.48,6.1,14.64,Relaxing
69.18,2.47,6,14.48,Relaxing
69.2,2.46,5.7,14.56,Relaxing
69.21,2.44,5.8,14.56,Relaxing
69.22,2.43,5.8,14.48,Relaxing
69.23,2.42,5.8,14.48,Relaxing
69.25,2.41,5.9,14.48,Relaxing
69.26,2.39,5.8,14.41,Relaxing
69.27,2.38,5.7,14.48,Relaxing
69.28,2.37,5.7,14.41,Relaxing
69.3,2.35,5.5,14.33,Relaxing
69.31,2.34,5.5,14.33,Relaxing
69.32,2.33,5.4,14.41,Relaxing
69.33,2.31,5.3,14.25,Relaxing
69.35,2.3,5.3,14.17,Relaxing
69.36,2.29,5.2,14.09,Relaxing
69.37,2.27,5.1,14.09,Relaxing
69.38,2.26,5.1,14.17,Relaxing
69.39,2.25,5,14.09,Relaxing
69.41,2.24,4.9,14.09,Relaxing
69.42,2.22,5,14.02,Relaxing
69.43,2.21,5.1,14.02,Relaxing
69.44,2.2,5.1,13.86,Relaxing
69.46,2.19,4.9,13.94,Relaxing
69.47,2.17,4.9,13.86,Relaxing
69.48,2.17,4.9,13.86,Relaxing
69.49,2.15,4.9,13.79,Relaxing
69.51,2.14,4.7,13.79,Relaxing
69.52,2.13,4.5,13.79,Relaxing
69.53,2.12,4.5,13.71,Relaxing
69.54,2.1,4.4,13.71,Relaxing
69.56,2.09,4.5,13.63,Relaxing
69.57,2.08,4.3,13.56,Relaxing
69.58,2.07,4.3,13.56,Relaxing
69.59,2.05,4.4,13.48,Relaxing
69.61,2.04,4.4,13.48,Relaxing
69.62,2.03,4.3,13.48,Relaxing
69.63,2.02,4.2,13.4,Relaxing
69.64,2,4.3,13.4,Relaxing
69.65,1.98,4.3,13.4,Relaxing
69.67,1.98,4.1,13.4,Relaxing
69.68,1.97,4,13.33,Relaxing
69.69,1.95,4.2,13.33,Relaxing
69.7,1.94,3.9,13.33,Relaxing
69.72,1.92,4,13.25,Relaxing
69.73,1.91,4.1,13.18,Relaxing
69.74,1.9,3.9,13.25,Relaxing
69.75,1.89,3.9,13.18,Relaxing
69.77,1.88,3.9,13.18,Relaxing
69.78,1.86,3.7,13.18,Relaxing
69.79,1.85,3.8,13.1,Relaxing
69.8,1.84,3.7,13.1,Relaxing
69.81,1.82,3.6,13.1,Relaxing
69.83,1.81,3.6,13.03,Relaxing
69.84,1.79,3.5,12.95,Relaxing
69.85,1.78,3.3,12.88,Relaxing
69.86,1.77,3.2,12.88,Relaxing
69.88,1.75,3.1,12.88,Relaxing
69.89,1.74,3.1,12.88,Relaxing
69.9,1.73,3.4,12.8,Relaxing
69.91,1.72,3.1,12.8,Relaxing
69.93,1.7,3,12.8,Relaxing
69.94,1.69,2.9,12.65,Relaxing
69.95,1.68,2.9,12.65,Relaxing
69.96,1.66,2.9,12.73,Relaxing
69.98,1.65,2.9,12.65,Relaxing
69.99,1.65,2.8,12.58,Relaxing
70,1.63,2.7,12.65,Relaxing
70.01,1.62,2.5,12.58,Relaxing
70.03,1.61,2.4,12.51,Relaxing
70.04,1.6,2.3,12.51,Relaxing
70.05,1.58,2.5,12.43,Relaxing
70.06,1.57,2.4,12.43,Relaxing
70.07,1.55,2.3,12.36,Relaxing
70.09,1.54,2.2,12.36,Relaxing
70.1,1.53,2.5,12.36,Relaxing
70.11,1.51,2.2,12.36,Relaxing
70.12,1.5,1.9,12.21,Relaxing
70.14,1.5,2.2,12.29,Relaxing
70.15,1.48,2.2,12.21,Relaxing
70.16,1.47,2,12.21,Relaxing
70.17,1.46,1.8,12.14,Relaxing
70.19,1.44,1.9,12.07,Relaxing
70.2,1.42,1.9,12,Relaxing
70.21,1.41,1.8,11.92,Relaxing
70.22,1.4,2,11.92,Relaxing
70.24,1.38,2.1,11.92,Relaxing
70.25,1.37,1.7,11.85,Relaxing
70.26,1.37,1.8,11.78,Relaxing
70.27,1.35,1.5,11.92,Relaxing
70.29,1.34,1.3,11.78,Relaxing
70.3,1.32,1.4,11.71,Relaxing
70.31,1.3,1.3,11.71,Relaxing
70.32,1.29,1.4,11.78,Relaxing
70.33,1.28,1.2,11.64,Relaxing
70.35,1.27,1.2,11.56,Relaxing
70.36,1.26,1.2,11.49,Relaxing
70.37,1.25,1.1,11.56,Relaxing
70.38,1.23,1.3,11.64,Relaxing
70.4,1.22,0.9,11.56,Relaxing
70.41,1.21,0.9,11.42,Relaxing
70.42,1.2,1,11.49,Relaxing
70.43,1.18,0.7,11.42,Relaxing
70.44,1.17,0.7,11.35,Relaxing
70.46,1.15,0.8,11.35,Relaxing
70.47,1.14,0.8,11.42,Relaxing
70.48,1.13,0.8,11.35,Relaxing
70.5,1.12,0.7,11.28,Relaxing
70.51,1.11,0.7,11.28,Relaxing
70.52,1.1,0.5,11.21,Relaxing
70.53,1.08,0.5,11.21,Relaxing
70.54,1.07,0.4,11.21,Relaxing
70.56,1.06,0.4,11.21,Relaxing
70.57,1.04,0.3,11.14,Relaxing
70.58,1.03,0.4,11.14,Relaxing
70.59,1.02,0.4,11.07,Relaxing
70.61,1,0.1,11,Relaxing
70.62,0.99,0.1,11.14,Relaxing
70.63,0.98,-0.2,11,Relaxing
70.64,0.96,-0.1,10.93,Relaxing
70.66,0.95,0.1,10.86,Relaxing
70.67,0.94,0,10.86,Relaxing
70.68,0.93,-0.3,10.86,Relaxing
70.69,0.91,-0.4,10.79,Relaxing
70.71,0.9,-0.6,10.79,Relaxing
70.72,0.88,-0.6,10.79,Relaxing
70.73,0.87,-0.7,10.79,Relaxing
70.74,0.86,-0.6,10.72,Relaxing
70.75,0.85,-0.5,10.72,Relaxing
70.77,0.83,-0.8,10.72,Relaxing
70.78,0.81,-0.7,10.58,Relaxing
70.79,0.8,-0.8,10.65,Relaxing
70.8,0.79,-0.8,10.58,Relaxing
70.82,0.77,-0.7,10.58,Relaxing
70.83,0.76,-1,10.51,Relaxing
70.84,0.75,-1.1,10.51,Relaxing
70.85,0.73,-1.1,10.44,Relaxing
70.87,0.72,-1.2,10.38,Relaxing
70.88,0.7,-1.2,10.44,Relaxing
70.89,0.7,-1.2,10.38,Relaxing
70.9,0.68,-1.3,10.38,Relaxing
70.91,0.67,-1.3,10.31,Relaxing
70.93,0.65,-1.4,10.31,Relaxing
70.94,0.65,-1.4,10.31,Relaxing
70.95,0.63,-1.6,10.31,Relaxing
70.96,0.61,-1.4,10.24,Relaxing
70.98,0.61,-1.4,10.17,Relaxing
70.99,0.6,-1.6,10.1,Relaxing
71,0.57,-1.7,10.17,Relaxing
71.01,0.56,-2,10.04,Relaxing
71.03,0.55,-2.1,10.1,Relaxing
71.04,0.54,-2.1,10.04,Relaxing
71.05,0.52,-2.1,9.97,Relaxing
71.06,0.51,-1.9,9.9,Relaxing
71.08,0.5,-2.4,9.9,Relaxing
71.09,0.49,-2.7,9.9,Relaxing
71.1,0.47,-2.5,9.83,Relaxing
71.11,0.46,-2.4,9.83,Relaxing
71.12,0.45,-2.5,9.77,Relaxing
71.14,0.44,-2.5,9.77,Relaxing
71.15,0.43,-2.5,9.77,Relaxing
71.16,0.41,-2.6,9.63,Relaxing
71.18,0.4,-2.6,9.63,Relaxing
71.19,0.39,-2.6,9.57,Relaxing
71.2,0.37,-2.8,9.5,Relaxing
71.21,0.37,-2.8,9.5,Relaxing
71.22,0.35,-2.7,9.43,Relaxing
71.24,0.34,-2.6,9.43,Relaxing
71.25,0.32,-3,9.37,Relaxing
71.26,0.31,-3.2,9.43,Relaxing
71.27,0.29,-3.1,9.43,Relaxing
71.29,0.28,-3.2,9.43,Relaxing
71.3,0.27,-3.2,9.43,Relaxing
71.31,0.25,-3.3,9.3,Relaxing
71.32,0.25,-3.3,9.37,Relaxing
71.33,0.23,-3.4,9.37,Relaxing
71.35,0.22,-3.4,9.24,Relaxing
71.36,0.21,-3.2,9.24,Relaxing
71.37,0.19,-3.5,9.24,Relaxing
71.38,0.18,-3.8,9.24,Relaxing
71.4,0.17,-3.6,9.1,Relaxing
71.41,0.16,-3.8,9.1,Relaxing
71.42,0.14,-3.9,9.1,Relaxing
71.43,0.13,-4,9.17,Relaxing
71.45,0.12,-4.2,9.17,Relaxing
71.46,0.11,-4.2,9.1,Relaxing
71.47,0.09,-4.1,9.04,Relaxing
71.48,0.08,-4,8.97,Relaxing
71.5,0.07,-4,8.91,Relaxing
71.51,0.05,-4.2,8.97,Relaxing
71.52,0.04,-4.5,8.91,Relaxing
71.53,0.03,-4.9,8.84,Relaxing
71.54,0.01,-4.8,8.91,Relaxing
71.56,0,-4.6,8.84,Relaxing
71.57,-0.01,-4.7,8.84,Relaxing
71.58,0,-4.8,8.78,Relaxing
71.59,0,-4.5,8.84,Relaxing
71.61,0,-4.5,8.84,Relaxing
71.62,0,-4.4,8.78,Relaxing
71.63,0,-4.1,8.84,Relaxing
71.64,0,-4.3,8.84,Relaxing
71.66,0,-4.3,8.91,Relaxing
71.67,0,-4.2,8.84,Relaxing
71.68,0,-4,8.71,Relaxing
71.69,0,-4.1,8.78,Relaxing
71.71,0,-4.1,8.71,Relaxing
71.72,0,-3.9,8.71,Relaxing
71.73,0,-3.7,8.71,Relaxing
71.74,0,-3.6,8.71,Relaxing
71.75,0,-3.8,8.78,Relaxing
71.77,0,-3.9,8.71,Relaxing
71.78,0,-4,8.71,Relaxing
71.79,0,-3.8,8.78,Relaxing
71.8,0,-3.7,8.71,Relaxing
71.82,0,-3.8,8.71,Relaxing
71.83,0,-3.6,8.78,Relaxing
71.84,0,-3.5,8.71,Relaxing
71.86,0,-3.6,8.78,Relaxing
71.87,0,-3.9,8.71,Relaxing
71.88,0,-3.8,8.65,Relaxing
71.89,0,-3.6,8.71,Relaxing
71.9,0,-3.7,8.71,Relaxing
71.92,0,-3.4,8.71,Relaxing
71.93,0,-3.1,8.65,Relaxing
71.94,0,-3.2,8.71,Relaxing
71.95,0,-3.2,8.71,Relaxing
71.97,0,-3.4,8.71,Relaxing
71.98,0,-3.7,8.65,Relaxing
71.99,0,-3.5,8.71,Relaxing
72,0,-3.2,8.71,Relaxing
