Time,Displacement,Tension,Resistance,cycle
40.46,7.43,23.5,27.66,Relaxing
40.47,7.42,23.5,27.66,Relaxing
40.48,7.41,23.6,27.66,Relaxing
40.49,7.39,23.4,27.54,Relaxing
40.51,7.38,23.3,27.54,Relaxing
40.52,7.36,23.2,27.54,Relaxing
40.53,7.35,23.2,27.54,Relaxing
40.54,7.34,23.2,27.54,Relaxing
40.56,7.32,23,27.43,Relaxing
40.57,7.31,23.2,27.43,Relaxing
40.58,7.3,23,27.31,Relaxing
40.59,7.29,23.1,27.43,Relaxing
40.61,7.28,23.3,27.31,Relaxing
40.62,7.26,22.9,27.31,Relaxing
40.63,7.25,22.9,27.2,Relaxing
40.64,7.24,23,27.2,Relaxing
40.65,7.22,23,27.2,Relaxing
40.67,7.21,23.1,27.2,Relaxing
40.68,7.2,22.8,27.2,Relaxing
40.69,7.18,22.6,27.08,Relaxing
40.7,7.17,22.4,27.08,Relaxing
40.72,7.16,22.5,27.08,Relaxing
40.73,7.15,22.8,27.08,Relaxing
40.74,7.14,22.8,26.97,Relaxing
40.75,7.12,22.5,26.97,Relaxing
40.77,7.11,22.4,26.97,Relaxing
40.78,7.09,22.5,26.86,Relaxing
40.79,7.09,22.7,26.86,Relaxing
40.8,7.07,22.6,26.86,Relaxing
40.81,7.05,22.4,26.74,Relaxing
40.83,7.05,22.3,26.74,Relaxing
40.84,7.03,22,26.74,Relaxing
40.85,7.02,22,26.74,Relaxing
40.86,7.01,22.1,26.74,Relaxing
40.88,6.99,22,26.63,Relaxing
40.89,6.98,21.8,26.52,Relaxing
40.9,6.97,21.8,26.52,Relaxing
40.91,6.96,21.7,26.52,Relaxing
40.93,6.94,21.9,26.52,Relaxing
40.94,6.93,21.9,26.41,Relaxing
40.95,6.92,21.6,26.29,Relaxing
40.96,6.9,21.6,26.41,Relaxing
40.98,6.89,21.7,26.29,Relaxing
40.99,6.88,21.5,26.29,Relaxing
41,6.86,21.5,26.29,Relaxing
41.01,6.85,21.5,26.07,Relaxing
41.03,6.84,21.4,26.18,Relaxing
41.04,6.82,21.4,26.18,Relaxing
41.05,6.82,21.4,26.07,Relaxing
41.06,6.8,21.7,26.07,Relaxing
41.08,6.78,21.6,26.07,Relaxing
41.09,6.78,21.2,26.07,Relaxing
41.1,6.76,21.1,26.07,Relaxing
41.11,6.75,21.1,25.85,Relaxing
41.12,6.74,21,25.96,Relaxing
41.14,6.73,21.2,25.96,Relaxing
41.15,6.71,21.3,26.07,Relaxing
41.16,6.7,21,26.07,Relaxing
41.17,6.69,20.7,25.96,Relaxing
41.19,6.68,20.7,25.85,Relaxing
41.2,6.66,20.8,25.85,Relaxing
41.21,6.65,20.7,25.74,Relaxing
41.22,6.64,20.8,25.85,Relaxing
41.24,6.63,20.7,25.96,Relaxing
41.25,6.61,20.8,25.85,Relaxing
41.26,6.6,20.9,25.74,Relaxing
41.27,6.59,20.4,25.74,Relaxing
41.29,6.57,20.5,25.74,Relaxing
41.3,6.56,20.5,25.74,Relaxing
41.31,6.55,20.3,25.85,Relaxing
41.32,6.53,20.1,25.74,Relaxing
41.33,6.53,20.2,25.74,Relaxing
41.35,6.51,20.1,25.85,Relaxing
41.36,6.5,20.1,25.85,Relaxing
41.37,6.49,20.4,25.96,Relaxing
41.38,6.47,20.4,25.74,Relaxing
41.4,6.46,20.1,25.74,Relaxing
41.41,6.45,20.1,25.63,Relaxing
41.42,6.43,20.2,25.63,Relaxing
41.43,6.42,20,25.52,Relaxing
41.45,6.41,19.6,25.52,Relaxing
41.46,6.39,19.8,25.41,Relaxing
41.47,6.38,19.6,25.52,Relaxing
41.48,6.37,19.4,25.41,Relaxing
41.5,6.35,19.4,25.41,Relaxing
41.51,6.34,19.6,25.3,Relaxing
41.52,6.33,19.7,25.3,Relaxing
41.53,6.31,19.8,25.3,Relaxing
41.54,6.3,19.7,25.3,Relaxing
41.56,6.29,19.7,25.3,Relaxing
41.57,6.28,19.8,25.3,Relaxing
41.58,6.26,19.5,25.09,Relaxing
41.59,6.25,19.2,25.09,Relaxing
41.61,6.24,19.4,24.98,Relaxing
41.62,6.22,19.4,25.09,Relaxing
41.63,6.22,19.3,24.98,Relaxing
41.64,6.2,19.4,24.98,Relaxing
41.66,6.19,19.4,25.09,Relaxing
41.67,6.18,19.2,24.98,Relaxing
41.68,6.16,19.2,25.09,Relaxing
41.69,6.15,19.2,24.87,Relaxing
41.71,6.14,18.9,24.87,Relaxing
41.72,6.13,18.7,24.87,Relaxing
41.73,6.11,18.8,24.76,Relaxing
41.74,6.1,18.9,24.76,Relaxing
41.75,6.09,18.8,24.55,Relaxing
41.77,6.07,18.8,24.66,Relaxing
41.78,6.06,18.8,24.66,Relaxing
41.79,6.05,18.5,24.55,Relaxing
41.8,6.03,18.5,24.55,Relaxing
41.82,6.02,18.7,24.55,Relaxing
41.83,6.01,18.3,24.44,Relaxing
41.84,5.99,18.6,24.34,Relaxing
41.85,5.98,18.5,24.44,Relaxing
41.87,5.97,18.2,24.55,Relaxing
41.88,5.95,18.4,24.44,Relaxing
41.89,5.94,18.5,24.23,Relaxing
41.9,5.93,18.5,24.44,Relaxing
41.92,5.91,18.5,24.44,Relaxing
41.93,5.9,18.3,24.23,Relaxing
41.94,5.89,18.3,24.13,Relaxing
41.95,5.87,18.3,24.13,Relaxing
41.97,5.86,18.4,24.13,Relaxing
41.98,5.84,18.2,24.02,Relaxing
41.99,5.83,17.9,23.92,Relaxing
42,5.82,17.8,24.02,Relaxing
42.01,5.8,17.9,24.02,Relaxing
42.03,5.79,17.9,23.81,Relaxing
42.04,5.78,17.9,23.92,Relaxing
42.05,5.76,17.9,23.92,Relaxing
42.06,5.76,17.8,23.81,Relaxing
42.08,5.74,17.6,23.92,Relaxing
42.09,5.73,17.5,23.81,Relaxing
42.1,5.72,17.6,23.71,Relaxing
42.11,5.7,17.5,23.6,Relaxing
42.13,5.69,17.5,23.5,Relaxing
42.14,5.68,17.4,23.6,Relaxing
42.15,5.66,17.6,23.6,Relaxing
42.16,5.65,17.6,23.6,Relaxing
42.18,5.64,17.4,23.6,Relaxing
42.19,5.63,17.4,23.5,Relaxing
42.2,5.61,17.2,23.4,Relaxing
42.21,5.6,17.1,23.29,Relaxing
42.22,5.59,16.8,23.4,Relaxing
42.24,5.57,16.9,23.29,Relaxing
42.25,5.56,16.8,23.4,Relaxing
42.26,5.55,16.8,23.29,Relaxing
42.27,5.53,17,23.29,Relaxing
42.29,5.53,17,23.19,Relaxing
42.3,5.51,17,23.19,Relaxing
42.31,5.49,16.7,23.19,Relaxing
42.32,5.48,16.7,23.19,Relaxing
42.34,5.47,16.6,22.99,Relaxing
42.35,5.46,16.5,23.09,Relaxing
42.36,5.45,16.6,23.09,Relaxing
42.37,5.43,16.7,23.09,Relaxing
42.38,5.42,16.5,22.99,Relaxing
42.4,5.41,16.3,22.89,Relaxing
42.41,5.39,16.4,22.78,Relaxing
42.42,5.38,16.4,22.78,Relaxing
42.43,5.36,16.4,22.78,Relaxing
42.45,5.35,16.3,22.68,Relaxing
42.46,5.34,16.2,22.78,Relaxing
42.47,5.32,16.1,22.68,Relaxing
42.48,5.32,16.2,22.68,Relaxing
42.5,5.3,16.2,22.58,Relaxing
42.51,5.28,16.1,22.48,Relaxing
42.52,5.28,16.1,22.38,Relaxing
42.53,5.26,16.1,22.48,Relaxing
42.55,5.25,16.2,22.38,Relaxing
42.56,5.24,16.2,22.38,Relaxing
42.57,5.22,16,22.28,Relaxing
42.58,5.21,16,22.18,Relaxing
42.6,5.2,15.8,22.18,Relaxing
42.61,5.18,15.9,22.18,Relaxing
42.62,5.17,15.8,22.18,Relaxing
42.63,5.16,15.6,22.18,Relaxing
42.65,5.15,15.8,22.08,Relaxing
42.66,5.13,15.7,21.98,Relaxing
42.67,5.12,15.4,21.88,Relaxing
42.68,5.11,15.4,21.98,Relaxing
42.69,5.09,15.3,21.98,Relaxing
42.71,5.08,15.3,21.88,Relaxing
42.72,5.07,15.4,21.88,Relaxing
42.73,5.05,15.2,21.88,Relaxing
42.74,5.05,15.4,21.79,Relaxing
42.76,5.03,15.3,21.69,Relaxing
42.77,5.01,15.1,21.69,Relaxing
42.78,5,15.1,21.69,Relaxing
42.79,4.99,15,21.69,Relaxing
42.81,4.98,14.9,21.59,Relaxing
42.82,4.96,15.1,21.69,Relaxing
42.83,4.95,15.3,21.49,Relaxing
42.84,4.93,15.2,21.49,Relaxing
42.86,4.92,15.1,21.39,Relaxing
42.87,4.91,14.9,21.39,Relaxing
42.88,4.89,14.6,21.39,Relaxing
42.89,4.88,14.5,21.39,Relaxing
42.9,4.87,14.7,21.3,Relaxing
42.92,4.85,14.8,21.3,Relaxing
42.93,4.84,14.6,21.2,Relaxing
42.94,4.82,14.6,21.2,Relaxing
42.95,4.81,14.5,21.1,Relaxing
42.97,4.8,14.2,21.01,Relaxing
42.98,4.78,14.6,21.01,Relaxing
42.99,4.77,14.7,20.91,Relaxing
43,4.75,14.5,20.91,Relaxing
43.02,4.74,14.4,20.82,Relaxing
43.03,4.73,14.2,20.91,Relaxing
43.04,4.71,14.5,20.82,Relaxing
43.05,4.7,14.3,20.82,Relaxing
43.06,4.69,13.8,20.72,Relaxing
43.08,4.67,14,20.72,Relaxing
43.09,4.66,14,20.62,Relaxing
43.1,4.65,14,20.53,Relaxing
43.12,4.64,14.1,20.43,Relaxing
43.13,4.62,14,20.34,Relaxing
43.14,4.61,13.9,20.25,Relaxing
43.15,4.59,13.7,20.25,Relaxing
43.16,4.58,13.8,20.25,Relaxing
43.18,4.57,13.8,20.15,Relaxing
43.19,4.55,13.6,20.06,Relaxing
43.2,4.54,13.6,20.06,Relaxing
43.21,4.53,13.7,20.06,Relaxing
43.23,4.51,13.7,20.06,Relaxing
43.24,4.5,13.6,20.06,Relaxing
43.25,4.49,13.6,19.97,Relaxing
43.26,4.48,13.7,19.87,Relaxing
43.28,4.47,13.7,19.97,Relaxing
43.29,4.45,13.5,19.87,Relaxing
43.3,4.44,13.4,19.78,Relaxing
43.31,4.42,13.1,19.69,Relaxing
43.33,4.41,13.1,19.78,Relaxing
43.34,4.4,13.3,19.78,Relaxing
43.35,4.39,13.1,19.59,Relaxing
43.36,4.38,12.8,19.69,Relaxing
43.37,4.36,12.9,19.59,Relaxing
43.39,4.34,12.9,19.59,Relaxing
43.4,4.34,13,19.5,Relaxing
43.41,4.32,13,19.59,Relaxing
43.42,4.31,13,19.5,Relaxing
43.44,4.3,12.9,19.5,Relaxing
43.45,4.28,12.7,19.5,Relaxing
43.46,4.27,12.7,19.5,Relaxing
43.47,4.26,12.6,19.41,Relaxing
43.49,4.25,12.3,19.41,Relaxing
43.5,4.24,12.3,19.41,Relaxing
43.51,4.23,12.2,19.32,Relaxing
43.52,4.21,12.4,19.23,Relaxing
43.54,4.2,12.5,19.23,Relaxing
43.55,4.19,12.5,19.23,Relaxing
43.56,4.17,12.2,19.14,Relaxing
43.57,4.16,12.3,19.05,Relaxing
43.59,4.15,12.3,18.95,Relaxing
43.6,4.14,12.2,18.86,Relaxing
43.61,4.12,12.3,18.86,Relaxing
43.62,4.11,12.2,18.86,Relaxing
43.63,4.09,12.1,18.77,Relaxing
43.65,4.08,12.3,18.68,Relaxing
43.66,4.07,12.1,18.68,Relaxing
43.67,4.05,12,18.68,Relaxing
43.68,4.04,11.9,18.59,Relaxing
43.7,4.03,11.7,18.68,Relaxing
43.71,4.01,11.7,18.59,Relaxing
43.72,4,11.9,18.59,Relaxing
43.73,3.98,11.9,18.59,Relaxing
43.75,3.98,11.9,18.51,Relaxing
43.76,3.96,11.9,18.59,Relaxing
43.77,3.95,11.8,18.42,Relaxing
43.78,3.93,11.7,18.42,Relaxing
43.79,3.92,11.6,18.42,Relaxing
43.81,3.91,11.1,18.42,Relaxing
43.82,3.89,11.1,18.42,Relaxing
43.83,3.88,11.4,18.42,Relaxing
43.84,3.86,11.5,18.33,Relaxing
43.86,3.85,11.4,18.33,Relaxing
43.87,3.84,11.3,18.33,Relaxing
43.88,3.83,11,18.33,Relaxing
43.89,3.81,11.1,18.06,Relaxing
43.9,3.8,11.1,17.97,Relaxing
43.92,3.79,11.1,17.89,Relaxing
43.93,3.77,11,17.89,Relaxing
43.94,3.76,11,17.89,Relaxing
43.96,3.75,10.8,17.97,Relaxing
43.97,3.73,10.9,17.97,Relaxing
43.98,3.72,11,17.89,Relaxing
43.99,3.71,11,17.97,Relaxing
44.01,3.69,11,17.8,Relaxing
44.02,3.68,10.6,17.8,Relaxing
44.03,3.67,10.6,17.89,Relaxing
44.04,3.66,10.7,17.89,Relaxing
44.05,3.65,10.4,17.89,Relaxing
44.07,3.63,10.3,17.8,Relaxing
44.08,3.62,10.3,17.8,Relaxing
44.09,3.61,10.1,17.71,Relaxing
44.1,3.6,10.2,17.62,Relaxing
44.12,3.58,10.3,17.62,Relaxing
44.13,3.57,10.1,17.54,Relaxing
44.14,3.56,10.1,17.54,Relaxing
44.15,3.54,10.1,17.45,Relaxing
44.17,3.53,10.1,17.45,Relaxing
44.18,3.52,10.2,17.37,Relaxing
44.19,3.5,9.9,17.37,Relaxing
44.2,3.49,10,17.28,Relaxing
44.22,3.48,10.1,17.28,Relaxing
44.23,3.46,10.2,17.19,Relaxing
44.24,3.45,9.9,17.19,Relaxing
44.25,3.44,10,17.19,Relaxing
44.26,3.43,9.9,17.11,Relaxing
44.28,3.41,9.6,17.02,Relaxing
44.29,3.4,9.7,17.11,Relaxing
44.3,3.39,9.8,17.02,Relaxing
44.31,3.37,9.8,17.02,Relaxing
44.33,3.36,9.7,16.94,Relaxing
44.34,3.35,9.3,16.94,Relaxing
44.35,3.33,9.4,16.85,Relaxing
44.36,3.32,9.3,16.85,Relaxing
44.38,3.31,9.4,16.85,Relaxing
44.39,3.29,9.3,16.77,Relaxing
44.4,3.28,9.2,16.68,Relaxing
44.41,3.27,9.2,16.68,Relaxing
44.43,3.26,9.3,16.6,Relaxing
44.44,3.24,9,16.68,Relaxing
44.45,3.23,9,16.43,Relaxing
44.46,3.22,9.1,16.6,Relaxing
44.47,3.21,9.1,16.52,Relaxing
44.49,3.19,9.1,16.52,Relaxing
44.5,3.18,8.8,16.52,Relaxing
44.51,3.17,8.9,16.35,Relaxing
44.52,3.16,8.7,16.43,Relaxing
44.54,3.14,8.6,16.35,Relaxing
44.55,3.13,8.6,16.35,Relaxing
44.56,3.12,8.6,16.26,Relaxing
44.57,3.11,8.5,16.26,Relaxing
44.59,3.09,8.5,16.18,Relaxing
44.6,3.08,8.7,16.1,Relaxing
44.61,3.07,8.5,16.1,Relaxing
44.62,3.06,8.3,16.02,Relaxing
44.63,3.05,8.3,16.02,Relaxing
44.65,3.03,8.2,16.02,Relaxing
44.66,3.02,8.5,16.02,Relaxing
44.67,3.01,8.5,15.93,Relaxing
44.68,2.99,8.3,15.85,Relaxing
44.7,2.98,8.1,15.85,Relaxing
44.71,2.97,8.1,15.77,Relaxing
44.72,2.95,8,15.77,Relaxing
44.73,2.94,7.8,15.77,Relaxing
44.75,2.93,8.1,15.77,Relaxing
44.76,2.91,8.1,15.77,Relaxing
44.77,2.9,7.8,15.69,Relaxing
44.78,2.89,7.8,15.77,Relaxing
44.79,2.88,7.9,15.69,Relaxing
44.81,2.86,7.7,15.69,Relaxing
44.82,2.85,7.6,15.69,Relaxing
44.83,2.83,7.6,15.61,Relaxing
44.84,2.82,7.6,15.61,Relaxing
44.86,2.81,7.6,15.61,Relaxing
44.87,2.8,7.5,15.61,Relaxing
44.88,2.78,7.6,15.52,Relaxing
44.9,2.77,7.5,15.44,Relaxing
44.91,2.76,7.5,15.36,Relaxing
44.92,2.74,7.4,15.36,Relaxing
44.93,2.73,7.5,15.36,Relaxing
44.94,2.72,7.3,15.36,Relaxing
44.96,2.71,7.1,15.28,Relaxing
44.97,2.69,7.3,15.28,Relaxing
44.98,2.68,7,15.2,Relaxing
44.99,2.67,7,15.12,Relaxing
45.01,2.65,7,15.12,Relaxing
45.02,2.65,6.7,15.12,Relaxing
45.03,2.63,6.8,15.12,Relaxing
45.04,2.62,6.9,15.04,Relaxing
45.05,2.61,6.9,15.04,Relaxing
45.07,2.6,6.9,15.04,Relaxing
45.08,2.58,6.8,15.04,Relaxing
45.09,2.57,6.7,14.96,Relaxing
45.11,2.56,6.7,14.96,Relaxing
45.12,2.55,6.7,14.88,Relaxing
45.13,2.53,6.7,14.88,Relaxing
45.14,2.52,6.7,14.88,Relaxing
45.15,2.51,6.4,14.8,Relaxing
45.17,2.49,6.2,14.72,Relaxing
45.18,2.48,6.1,14.8,Relaxing
45.19,2.47,6.2,14.8,Relaxing
45.2,2.45,6.3,14.72,Relaxing
45.22,2.44,6.5,14.64,Relaxing
45.23,2.43,6.3,14.64,Relaxing
45.24,2.42,6,14.56,Relaxing
45.25,2.41,5.9,14.48,Relaxing
45.27,2.39,6,14.48,Relaxing
45.28,2.38,5.9,14.41,Relaxing
45.29,2.37,5.8,14.48,Relaxing
45.3,2.35,5.7,14.48,Relaxing
45.31,2.33,5.9,14.41,Relaxing
45.33,2.33,5.8,14.33,Relaxing
45.34,2.31,5.5,14.33,Relaxing
45.35,2.3,5.5,14.33,Relaxing
45.36,2.29,5.5,14.33,Relaxing
45.38,2.27,5.4,14.25,Relaxing
45.39,2.26,5.5,14.25,Relaxing
45.4,2.25,5.6,14.17,Relaxing
45.41,2.24,5.4,14.09,Relaxing
45.43,2.22,5.1,14.09,Relaxing
45.44,2.21,5.1,13.94,Relaxing
45.45,2.2,5.1,14.02,Relaxing
45.46,2.19,5,13.94,Relaxing
45.47,2.17,5,13.86,Relaxing
45.49,2.16,4.9,13.86,Relaxing
45.5,2.15,4.8,13.86,Relaxing
45.51,2.14,4.9,13.86,Relaxing
45.52,2.13,5,13.86,Relaxing
45.54,2.12,5.2,13.79,Relaxing
45.55,2.1,4.8,13.71,Relaxing
45.56,2.09,4.8,13.79,Relaxing
45.57,2.08,4.8,13.71,Relaxing
45.59,2.06,4.7,13.56,Relaxing
45.6,2.05,4.6,13.63,Relaxing
45.61,2.04,4.5,13.63,Relaxing
45.62,2.02,4.6,13.56,Relaxing
45.64,2.01,4.7,13.63,Relaxing
45.65,2,4.5,13.48,Relaxing
45.66,1.98,4.3,13.48,Relaxing
45.67,1.98,4.4,13.4,Relaxing
45.69,1.96,4.4,13.4,Relaxing
45.7,1.95,4.4,13.33,Relaxing
45.71,1.93,4.4,13.4,Relaxing
45.72,1.92,4.1,13.33,Relaxing
45.73,1.91,3.9,13.25,Relaxing
45.75,1.9,3.8,13.25,Relaxing
45.76,1.88,4,13.25,Relaxing
45.77,1.87,4,13.1,Relaxing
45.78,1.86,4,13.18,Relaxing
45.8,1.85,3.9,13.18,Relaxing
45.81,1.83,3.9,13.1,Relaxing
45.82,1.82,3.9,13.1,Relaxing
45.83,1.8,3.7,13.1,Relaxing
45.85,1.79,3.7,13.03,Relaxing
45.86,1.77,3.7,13.03,Relaxing
45.87,1.77,3.5,12.95,Relaxing
45.88,1.75,3.5,12.95,Relaxing
45.9,1.74,3.2,12.95,Relaxing
45.91,1.73,3.2,12.95,Relaxing
45.92,1.72,3.2,12.88,Relaxing
45.93,1.7,3.2,12.88,Relaxing
45.95,1.69,3.1,12.95,Relaxing
45.96,1.68,3.2,12.73,Relaxing
45.97,1.66,3.1,12.73,Relaxing
45.98,1.65,2.7,12.65,Relaxing
45.99,1.65,3,12.65,Relaxing
46.01,1.63,3.1,12.65,Relaxing
46.02,1.62,3,12.58,Relaxing
46.03,1.61,2.8,12.51,Relaxing
46.04,1.59,2.8,12.51,Relaxing
46.06,1.58,2.7,12.51,Relaxing
46.07,1.57,3,12.43,Relaxing
46.08,1.55,2.8,12.43,Relaxing
46.09,1.54,2.6,12.36,Relaxing
46.11,1.53,2.6,12.29,Relaxing
46.12,1.51,2.6,12.29,Relaxing
46.13,1.5,2.6,12.29,Relaxing
46.14,1.49,2.6,12.29,Relaxing
46.15,1.48,2.5,12.29,Relaxing
46.17,1.47,2.4,12.21,Relaxing
46.18,1.46,2.2,12.14,Relaxing
46.19,1.44,2,12.14,Relaxing
46.2,1.42,2.1,12.14,Relaxing
46.22,1.41,1.8,12,Relaxing
46.23,1.4,1.7,12,Relaxing
46.24,1.38,1.9,12,Relaxing
46.26,1.37,2.1,12,Relaxing
46.27,1.36,2.2,11.92,Relaxing
46.28,1.35,2.1,11.92,Relaxing
46.29,1.34,2.1,11.92,Relaxing
46.3,1.32,2.2,11.92,Relaxing
46.32,1.3,2.1,11.85,Relaxing
46.33,1.29,1.7,11.71,Relaxing
46.34,1.28,1.6,11.71,Relaxing
46.35,1.26,1.5,11.71,Relaxing
46.37,1.26,1.5,11.71,Relaxing
46.38,1.25,1.5,11.64,Relaxing
46.39,1.23,1.5,11.64,Relaxing
46.4,1.22,1.2,11.56,Relaxing
46.42,1.21,1.1,11.56,Relaxing
46.43,1.2,1.1,11.49,Relaxing
46.44,1.18,1.1,11.49,Relaxing
46.45,1.17,1.2,11.42,Relaxing
46.46,1.15,1.1,11.42,Relaxing
46.48,1.14,1,11.42,Relaxing
46.49,1.13,1,11.35,Relaxing
46.5,1.12,0.7,11.35,Relaxing
46.51,1.11,0.8,11.28,Relaxing
46.53,1.1,0.7,11.28,Relaxing
46.54,1.08,0.8,11.21,Relaxing
46.55,1.07,0.6,11.28,Relaxing
46.56,1.06,0.7,11.14,Relaxing
46.58,1.04,0.5,11.14,Relaxing
46.59,1.03,0.1,11.07,Relaxing
46.6,1.02,0.3,11.21,Relaxing
46.61,1,0.3,11.14,Relaxing
46.63,0.98,0.2,11.07,Relaxing
46.64,0.98,0.3,11,Relaxing
46.65,0.96,0.2,10.86,Relaxing
46.66,0.95,0.4,10.86,Relaxing
46.67,0.94,0.2,10.86,Relaxing
46.69,0.93,0,10.86,Relaxing
46.7,0.91,0,10.79,Relaxing
46.71,0.9,0.1,10.79,Relaxing
46.72,0.88,0,10.72,Relaxing
46.74,0.87,-0.2,10.79,Relaxing
46.75,0.86,-0.3,10.72,Relaxing
46.76,0.84,-0.3,10.72,Relaxing
46.77,0.83,-0.4,10.72,Relaxing
46.79,0.81,-0.5,10.72,Relaxing
46.8,0.8,-0.5,10.65,Relaxing
46.81,0.79,-0.8,10.58,Relaxing
46.82,0.77,-0.6,10.51,Relaxing
46.84,0.76,-0.5,10.58,Relaxing
46.85,0.75,-0.6,10.58,Relaxing
46.86,0.73,-0.6,10.58,Relaxing
46.87,0.72,-0.8,10.44,Relaxing
46.88,0.7,-0.8,10.44,Relaxing
46.9,0.69,-0.9,10.24,Relaxing
46.91,0.68,-1,10.24,Relaxing
46.92,0.67,-1,10.24,Relaxing
46.93,0.65,-1,10.31,Relaxing
46.95,0.64,-1.4,10.17,Relaxing
46.96,0.63,-1.6,10.24,Relaxing
46.97,0.61,-1.6,10.24,Relaxing
46.98,0.61,-1.5,10.1,Relaxing
47,0.59,-1.4,10.17,Relaxing
47.01,0.57,-1.8,10.1,Relaxing
47.02,0.56,-1.7,10.17,Relaxing
47.03,0.55,-1.6,10.04,Relaxing
47.04,0.54,-1.8,10.04,Relaxing
47.06,0.52,-1.7,10.04,Relaxing
47.07,0.51,-1.8,9.9,Relaxing
47.08,0.5,-2,9.9,Relaxing
47.1,0.49,-2,9.9,Relaxing
47.11,0.47,-2.3,9.83,Relaxing
47.12,0.46,-1.9,9.77,Relaxing
47.13,0.45,-1.8,9.77,Relaxing
47.14,0.44,-2,9.83,Relaxing
47.16,0.43,-2.1,9.77,Relaxing
47.17,0.41,-2.2,9.77,Relaxing
47.18,0.4,-2.3,9.63,Relaxing
47.19,0.39,-2.5,9.63,Relaxing
47.21,0.37,-2.5,9.63,Relaxing
47.22,0.37,-2.4,9.57,Relaxing
47.23,0.35,-2.6,9.63,Relaxing
47.24,0.34,-2.5,9.43,Relaxing
47.26,0.32,-2.5,9.5,Relaxing
47.27,0.31,-2.6,9.5,Relaxing
47.28,0.29,-2.8,9.43,Relaxing
47.29,0.28,-3.1,9.37,Relaxing
47.31,0.27,-2.9,9.37,Relaxing
47.32,0.25,-3,9.37,Relaxing
47.33,0.25,-3.4,9.24,Relaxing
47.34,0.23,-3.3,9.24,Relaxing
47.35,0.22,-3.3,9.17,Relaxing
47.37,0.21,-3.4,9.17,Relaxing
47.38,0.19,-3.5,9.24,Relaxing
47.39,0.18,-3.7,9.1,Relaxing
47.4,0.17,-3.6,9.17,Relaxing
47.42,0.16,-3.7,9.1,Relaxing
47.43,0.14,-3.5,9.04,Relaxing
47.44,0.13,-3.5,9.04,Relaxing
47.45,0.12,-3.8,8.97,Relaxing
47.47,0.11,-3.7,9.04,Relaxing
47.48,0.09,-3.8,9.04,Relaxing
47.49,0.08,-4.2,8.97,Relaxing
47.5,0.07,-4.2,8.91,Relaxing
47.52,0.05,-4.1,8.84,Relaxing
47.53,0.04,-4,8.91,Relaxing
47.54,0.03,-4.2,8.84,Relaxing
47.55,0.01,-4.6,8.91,Relaxing
47.56,0,-4.8,8.91,Relaxing
47.58,-0.01,-4.7,8.84,Relaxing
47.59,0,-4.7,8.84,Relaxing
47.6,0,-4.4,8.78,Relaxing
47.61,0,-4.1,8.78,Relaxing
47.63,0,-3.8,8.84,Relaxing
47.64,0,-4.1,8.78,Relaxing
47.65,0,-3.8,8.84,Relaxing
47.66,0,-3.8,8.71,Relaxing
47.68,0,-3.7,8.71,Relaxing
47.69,0,-3.7,8.71,Relaxing
47.7,0,-3.8,8.71,Relaxing
47.71,0,-3.8,8.71,Relaxing
47.72,0,-3.9,8.71,Relaxing
47.74,0,-3.9,8.71,Relaxing
47.75,0,-3.9,8.71,Relaxing
47.76,0,-3.7,8.71,Relaxing
47.77,0,-3.5,8.71,Relaxing
47.79,0,-3.5,8.71,Relaxing
47.8,0,-3.5,8.71,Relaxing
47.81,0,-3.5,8.78,Relaxing
47.82,0,-3.6,8.71,Relaxing
47.84,0,-3.4,8.65,Relaxing
47.85,0,-3.3,8.71,Relaxing
47.86,0,-3.3,8.65,Relaxing
47.87,0,-3.4,8.71,Relaxing
47.89,0,-3.5,8.71,Relaxing
47.9,0,-3.4,8.71,Relaxing
47.91,0,-3.3,8.71,Relaxing
47.92,0,-3.2,8.71,Relaxing
47.94,0,-3,8.78,Relaxing
47.95,0,-3,8.71,Relaxing
47.96,0,-3,8.65,Relaxing
47.97,0,-2.9,8.65,Relaxing
47.98,0,-3.2,8.65,Relaxing
48,0,-3.3,8.78,Relaxing
48.01,0,-3,8.71,Relaxing
48.03,0,-2.7,8.71,Stretching
48.04,0,-2.9,8.71,Stretching
48.05,0,-3,8.65,Stretching
48.06,0.01,-2.8,8.71,Stretching
48.07,0.03,-2.6,8.65,Stretching
48.08,0.04,-2.5,8.65,Stretching
48.1,0.05,-2.3,8.65,Stretching
48.11,0.07,-2,8.65,Stretching
48.12,0.08,-1.6,8.65,Stretching
48.13,0.09,-1.4,8.65,Stretching
48.15,0.11,-1.4,8.65,Stretching
48.16,0.12,-1.4,8.65,Stretching
48.17,0.13,-1.4,8.65,Stretching
48.18,0.14,-1,8.78,Stretching
48.19,0.15,-0.6,8.71,Stretching
48.21,0.17,-0.5,8.65,Stretching
48.22,0.19,-0.7,8.71,Stretching
48.23,0.19,-0.5,8.71,Stretching
48.24,0.2,-0.2,8.84,Stretching
48.26,0.22,-0.1,8.71,Stretching
48.27,0.23,0,8.78,Stretching
48.28,0.25,-0.1,8.78,Stretching
48.29,0.25,0.1,8.78,Stretching
48.31,0.27,0.4,8.84,Stretching
48.32,0.28,0.7,8.84,Stretching
48.33,0.29,0.9,8.84,Stretching
48.34,0.31,1.3,8.84,Stretching
48.36,0.32,1.6,8.84,Stretching
48.37,0.33,1.4,8.91,Stretching
48.38,0.35,1.2,8.91,Stretching
