Cycle,Time,Displacement,Tension,Resistance,Stutus
5,42.17,2.19,17.2,11.78,Stretching
5,42.18,2.2,17.2,11.64,Stretching
5,42.19,2.22,17.4,11.78,Stretching
5,42.21,2.23,17.7,11.78,Stretching
5,42.22,2.24,17.8,11.85,Stretching
5,42.23,2.25,17.9,11.85,Stretching
5,42.24,2.26,17.9,11.78,Stretching
5,42.26,2.28,17.9,11.85,Stretching
5,42.27,2.29,18,11.85,Stretching
5,42.28,2.31,17.8,11.92,Stretching
5,42.29,2.32,18.1,11.92,Stretching
5,42.3,2.33,18.1,12.07,Stretching
5,42.32,2.34,18.2,12.07,Stretching
5,42.33,2.36,18.4,12.29,Stretching
5,42.34,2.37,18.5,12.36,Stretching
5,42.35,2.38,18.4,12.36,Stretching
5,42.37,2.39,18.3,12.43,Stretching
5,42.38,2.41,18.6,12.43,Stretching
5,42.39,2.42,18.7,12.43,Stretching
5,42.4,2.43,18.7,12.51,Stretching
5,42.42,2.45,18.8,12.58,Stretching
5,42.43,2.46,18.9,12.51,Stretching
5,42.44,2.47,18.8,12.58,Stretching
5,42.45,2.49,18.9,12.65,Stretching
5,42.47,2.5,19.2,12.58,Stretching
5,42.48,2.51,19.3,12.65,Stretching
5,42.49,2.52,19.1,12.58,Stretching
5,42.5,2.54,19.4,12.65,Stretching
5,42.51,2.55,19.4,12.73,Stretching
5,42.53,2.56,19.5,12.73,Stretching
5,42.54,2.58,19.6,12.65,Stretching
5,42.55,2.59,19.8,12.73,Stretching
5,42.56,2.6,19.9,12.8,Stretching
5,42.58,2.61,20.1,12.88,Stretching
5,42.59,2.62,20.4,12.95,Stretching
5,42.6,2.64,20.4,12.88,Stretching
5,42.61,2.65,20,12.95,Stretching
5,42.63,2.66,20.3,12.95,Stretching
5,42.64,2.67,20.3,12.95,Stretching
5,42.65,2.69,20.3,13.03,Stretching
5,42.66,2.7,20.4,12.95,Stretching
5,42.68,2.71,20.5,13.1,Stretching
5,42.69,2.73,20.5,13.1,Stretching
5,42.7,2.74,20.7,13.18,Stretching
5,42.71,2.75,20.8,13.1,Stretching
5,42.72,2.77,20.9,13.18,Stretching
5,42.74,2.78,21.1,13.25,Stretching
5,42.75,2.79,21.1,13.25,Stretching
5,42.76,2.8,21,13.33,Stretching
5,42.77,2.82,20.9,13.33,Stretching
5,42.79,2.83,21,13.4,Stretching
5,42.8,2.84,21.3,13.48,Stretching
5,42.81,2.86,21.3,13.48,Stretching
5,42.82,2.87,21.3,13.48,Stretching
5,42.84,2.88,21.4,13.4,Stretching
5,42.85,2.9,21.5,13.33,Stretching
5,42.86,2.91,21.6,13.48,Stretching
5,42.87,2.92,21.8,13.48,Stretching
5,42.89,2.94,21.7,13.48,Stretching
5,42.9,2.95,22.1,13.56,Stretching
5,42.91,2.96,22.1,13.56,Stretching
5,42.92,2.98,22,13.71,Stretching
5,42.94,2.98,22.1,13.71,Stretching
5,42.95,3,22,13.71,Stretching
5,42.96,3.01,22,13.79,Stretching
5,42.97,3.02,22.2,13.79,Stretching
5,42.98,3.04,22.5,13.79,Stretching
5,43,3.05,22.4,13.79,Stretching
5,43.01,3.06,22.5,13.79,Stretching
5,43.02,3.08,22.4,13.79,Stretching
5,43.03,3.09,22.6,13.86,Stretching
5,43.05,3.1,22.9,13.94,Stretching
5,43.06,3.11,22.9,13.94,Stretching
5,43.07,3.13,22.8,13.86,Stretching
5,43.08,3.14,23,13.94,Stretching
5,43.1,3.15,23.1,14.02,Stretching
5,43.11,3.17,23,13.94,Stretching
5,43.12,3.18,23.3,13.94,Stretching
5,43.13,3.19,23.4,13.94,Stretching
5,43.15,3.2,23.2,13.94,Stretching
5,43.16,3.22,23.1,14.02,Stretching
5,43.17,3.23,23.4,14.02,Stretching
5,43.18,3.24,23.3,14.09,Stretching
5,43.19,3.26,23.2,14.02,Stretching
5,43.21,3.27,23.5,14.02,Stretching
5,43.22,3.28,23.6,14.02,Stretching
5,43.23,3.3,23.7,14.09,Stretching
5,43.24,3.31,24,14.09,Stretching
5,43.26,3.32,23.9,14.17,Stretching
5,43.27,3.34,24.1,14.17,Stretching
5,43.28,3.35,24.2,14.17,Stretching
5,43.29,3.36,24.2,14.17,Stretching
5,43.31,3.37,24.4,14.25,Stretching
5,43.32,3.38,24.4,14.17,Stretching
5,43.33,3.4,24.4,14.33,Stretching
5,43.34,3.41,24.5,14.33,Stretching
5,43.36,3.42,24.4,14.33,Stretching
5,43.37,3.44,24.4,14.41,Stretching
5,43.38,3.45,24.6,14.48,Stretching
5,43.39,3.46,25,14.41,Stretching
5,43.4,3.48,24.9,14.48,Stretching
5,43.42,3.49,24.7,14.48,Stretching
5,43.43,3.5,25,14.48,Stretching
5,43.44,3.51,25.5,14.41,Stretching
5,43.45,3.53,25.6,14.56,Stretching
5,43.47,3.54,25.2,14.56,Stretching
5,43.48,3.55,25.2,14.56,Stretching
5,43.49,3.57,25.3,14.56,Stretching
5,43.5,3.58,25.8,14.56,Stretching
5,43.52,3.59,25.9,14.56,Stretching
5,43.53,3.6,25.6,14.64,Stretching
5,43.54,3.62,25.7,14.64,Stretching
5,43.55,3.63,25.9,14.72,Stretching
5,43.56,3.64,25.8,14.64,Stretching
5,43.58,3.66,26,14.64,Stretching
5,43.59,3.67,26.1,14.72,Stretching
5,43.6,3.68,26.1,14.72,Stretching
5,43.62,3.7,26.1,14.72,Stretching
5,43.63,3.71,26.1,14.72,Stretching
5,43.64,3.72,26.1,14.72,Stretching
5,43.65,3.74,26.1,14.8,Stretching
5,43.66,3.74,26.5,14.8,Stretching
5,43.68,3.76,26.5,14.88,Stretching
5,43.69,3.77,26.4,14.88,Stretching
5,43.7,3.79,26.8,14.88,Stretching
5,43.71,3.8,26.8,14.88,Stretching
5,43.73,3.81,26.6,14.88,Stretching
5,43.74,3.83,26.6,14.88,Stretching
5,43.75,3.84,26.9,14.88,Stretching
5,43.76,3.85,26.8,14.96,Stretching
5,43.78,3.87,26.8,15.04,Stretching
5,43.79,3.88,26.9,14.96,Stretching
5,43.8,3.9,27.1,15.12,Stretching
5,43.81,3.91,27.4,15.04,Stretching
5,43.83,3.92,27.5,15.12,Stretching
5,43.84,3.94,27.5,15.04,Stretching
5,43.85,3.95,27.6,15.12,Stretching
5,43.86,3.96,27.5,15.12,Stretching
5,43.87,3.98,27.4,15.12,Stretching
5,43.89,3.99,27.7,15.2,Stretching
5,43.9,4,27.8,15.12,Stretching
5,43.91,4.01,27.5,15.2,Stretching
5,43.92,4.03,27.8,15.2,Stretching
5,43.94,4.04,27.9,15.2,Stretching
5,43.95,4.05,27.9,15.2,Stretching
5,43.96,4.07,27.8,15.28,Stretching
5,43.97,4.08,28.1,15.2,Stretching
5,43.99,4.09,28.2,15.28,Stretching
5,44,4.11,27.9,15.28,Stretching
5,44.01,4.11,27.9,15.28,Stretching
5,44.02,4.13,28.3,15.28,Stretching
5,44.04,4.15,28.6,15.36,Stretching
5,44.05,4.16,28.6,15.36,Stretching
5,44.06,4.17,28.5,15.36,Stretching
5,44.07,4.19,28.8,15.44,Stretching
5,44.08,4.2,29,15.44,Stretching
5,44.1,4.21,28.9,15.44,Stretching
5,44.11,4.23,29,15.52,Stretching
5,44.12,4.24,28.9,15.52,Stretching
5,44.13,4.25,29.1,15.52,Stretching
5,44.15,4.26,29.2,15.44,Stretching
5,44.16,4.28,29.4,15.52,Stretching
5,44.17,4.28,29.4,15.52,Stretching
5,44.18,4.3,29.4,15.52,Stretching
5,44.2,4.32,29.4,15.61,Stretching
5,44.21,4.32,29.3,15.61,Stretching
5,44.22,4.34,29.3,15.69,Stretching
5,44.23,4.36,29.6,15.61,Stretching
5,44.25,4.36,29.7,15.61,Stretching
5,44.26,4.38,29.6,15.61,Stretching
5,44.27,4.4,29.6,15.69,Stretching
5,44.28,4.4,29.7,15.61,Stretching
5,44.29,4.42,30.1,15.69,Stretching
5,44.31,4.43,30.4,15.61,Stretching
5,44.32,4.44,30.4,15.69,Stretching
5,44.33,4.45,30.2,15.77,Stretching
5,44.34,4.47,30.3,15.77,Stretching
5,44.36,4.48,30.5,15.85,Stretching
5,44.37,4.49,30.3,15.77,Stretching
5,44.38,4.51,30.5,15.85,Stretching
5,44.39,4.51,30.5,15.85,Stretching
5,44.4,4.53,30.7,15.85,Stretching
5,44.42,4.55,30.9,15.85,Stretching
5,44.43,4.55,31,15.85,Stretching
5,44.44,4.57,31.1,15.85,Stretching
5,44.46,4.58,30.9,15.85,Stretching
5,44.47,4.59,31,15.85,Stretching
5,44.48,4.61,31.3,15.85,Stretching
5,44.49,4.62,31.5,15.93,Stretching
5,44.51,4.63,31.6,15.85,Stretching
5,44.52,4.64,31.5,15.85,Stretching
5,44.53,4.66,31.6,15.85,Stretching
5,44.54,4.67,31.9,15.77,Stretching
5,44.55,4.68,31.8,15.77,Stretching
5,44.57,4.7,31.8,15.85,Stretching
5,44.58,4.71,32,15.93,Stretching
5,44.59,4.72,32.2,15.93,Stretching
5,44.6,4.74,32.2,15.93,Stretching
5,44.62,4.75,32.1,15.93,Stretching
5,44.63,4.76,32.1,15.93,Stretching
5,44.64,4.78,32.5,15.93,Stretching
5,44.65,4.79,32.7,15.93,Stretching
5,44.67,4.8,32.5,15.93,Stretching
5,44.68,4.81,32.8,15.85,Stretching
5,44.69,4.83,32.8,15.93,Stretching
5,44.7,4.84,32.9,16.02,Stretching
5,44.72,4.85,32.8,15.93,Stretching
5,44.73,4.87,32.7,16.02,Stretching
5,44.74,4.88,33.1,16.02,Stretching
5,44.75,4.89,33.2,16.02,Stretching
5,44.76,4.91,33.3,16.1,Stretching
5,44.78,4.92,33.2,16.1,Stretching
5,44.79,4.93,33.3,16.1,Stretching
5,44.8,4.95,33.6,16.1,Stretching
5,44.81,4.96,33.6,16.1,Stretching
5,44.83,4.97,33.5,16.18,Stretching
5,44.84,4.97,33.5,16.18,Stretching
5,44.85,4.97,33.5,16.18,Stretching
5,44.86,4.97,33.5,16.18,Stretching
5,44.88,4.97,33.5,16.18,Stretching
5,44.89,4.97,33.2,16.18,Stretching
5,44.9,4.97,33.2,16.18,Stretching
5,44.91,4.97,33.1,16.18,Stretching
5,44.93,4.97,33,16.1,Stretching
5,44.94,4.97,32.9,16.18,Stretching
5,44.95,4.97,32.8,16.1,Stretching
5,44.96,4.97,32.9,16.18,Stretching
5,44.97,4.97,32.9,16.18,Stretching
5,44.99,4.97,32.8,16.1,Stretching
5,45,4.97,32.6,16.18,Stretching
5,45.01,4.97,32.4,16.18,Stretching
5,45.03,4.97,32.4,16.18,Relaxing
5,45.04,4.97,32.6,16.1,Relaxing
5,45.05,4.96,32.4,16.18,Relaxing
5,45.06,4.95,32.2,16.1,Relaxing
5,45.07,4.93,32.3,16.1,Relaxing
5,45.09,4.92,32.1,16.18,Relaxing
5,45.1,4.91,31.7,16.1,Relaxing
5,45.11,4.9,31.6,16.1,Relaxing
5,45.12,4.88,31.5,16.02,Relaxing
5,45.13,4.87,31.1,16.02,Relaxing
5,45.15,4.86,30.7,16.1,Relaxing
5,45.16,4.84,30.6,16.02,Relaxing
5,45.17,4.83,30.6,16.02,Relaxing
5,45.18,4.82,30.4,16.02,Relaxing
5,45.2,4.8,30.2,16.02,Relaxing
5,45.21,4.8,30.1,16.02,Relaxing
5,45.22,4.78,29.9,16.02,Relaxing
5,45.23,4.76,29.5,16.02,Relaxing
5,45.25,4.76,29.6,16.02,Relaxing
5,45.26,4.74,29.5,16.02,Relaxing
5,45.27,4.73,29.3,16.02,Relaxing
5,45.28,4.72,29.1,15.93,Relaxing
5,45.29,4.7,29,15.93,Relaxing
5,45.31,4.69,28.9,15.93,Relaxing
5,45.32,4.68,28.5,15.85,Relaxing
5,45.33,4.66,28.3,15.93,Relaxing
5,45.34,4.65,28.2,16.02,Relaxing
5,45.36,4.64,28.2,15.85,Relaxing
5,45.37,4.63,28.2,15.85,Relaxing
5,45.38,4.61,27.9,15.85,Relaxing
5,45.4,4.61,27.7,15.85,Relaxing
5,45.41,4.59,27.5,15.85,Relaxing
5,45.42,4.57,27.4,15.77,Relaxing
5,45.43,4.57,27.4,15.85,Relaxing
5,45.44,4.55,27.3,15.85,Relaxing
5,45.46,4.53,27.3,15.85,Relaxing
5,45.47,4.53,26.9,15.85,Relaxing
5,45.48,4.51,26.7,15.77,Relaxing
5,45.49,4.5,26.8,15.77,Relaxing
5,45.51,4.49,26.8,15.85,Relaxing
5,45.52,4.48,26.4,15.77,Relaxing
5,45.53,4.46,26.3,15.77,Relaxing
5,45.54,4.45,26.1,15.85,Relaxing
5,45.56,4.44,26,15.77,Relaxing
5,45.57,4.43,26,15.77,Relaxing
5,45.58,4.41,25.9,15.69,Relaxing
5,45.59,4.4,25.8,15.77,Relaxing
5,45.61,4.39,25.7,15.77,Relaxing
5,45.62,4.38,25.6,15.77,Relaxing
5,45.63,4.36,25.4,15.77,Relaxing
5,45.64,4.35,25.1,15.77,Relaxing
5,45.65,4.33,25.1,15.77,Relaxing
5,45.67,4.32,25.2,15.77,Relaxing
5,45.68,4.31,25,15.69,Relaxing
5,45.69,4.3,24.8,15.69,Relaxing
5,45.7,4.28,24.6,15.69,Relaxing
5,45.72,4.27,24.4,15.69,Relaxing
5,45.73,4.26,24.4,15.69,Relaxing
5,45.74,4.25,24.2,15.61,Relaxing
5,45.75,4.24,24,15.69,Relaxing
5,45.77,4.22,23.9,15.61,Relaxing
5,45.78,4.21,23.8,15.61,Relaxing
5,45.79,4.2,24,15.61,Relaxing
5,45.8,4.18,23.9,15.61,Relaxing
5,45.81,4.17,23.9,15.61,Relaxing
5,45.83,4.16,23.9,15.52,Relaxing
5,45.84,4.14,23.7,15.52,Relaxing
5,45.85,4.13,23.2,15.52,Relaxing
5,45.86,4.12,23.1,15.52,Relaxing
5,45.88,4.1,23.4,15.61,Relaxing
5,45.89,4.09,23,15.52,Relaxing
5,45.9,4.08,22.9,15.61,Relaxing
5,45.91,4.07,22.9,15.52,Relaxing
5,45.93,4.05,22.8,15.61,Relaxing
5,45.94,4.04,22.6,15.52,Relaxing
5,45.95,4.02,22.5,15.44,Relaxing
5,45.96,4.01,22.5,15.52,Relaxing
5,45.97,4,22.3,15.44,Relaxing
5,45.99,3.98,22.3,15.44,Relaxing
5,46,3.97,22.3,15.44,Relaxing
5,46.01,3.96,22.1,15.44,Relaxing
5,46.02,3.95,21.8,15.52,Relaxing
5,46.04,3.93,21.6,15.36,Relaxing
5,46.05,3.92,21.6,15.44,Relaxing
5,46.06,3.91,21.8,15.44,Relaxing
5,46.07,3.89,21.5,15.36,Relaxing
5,46.09,3.88,21.5,15.52,Relaxing
5,46.1,3.87,21.4,15.44,Relaxing
5,46.11,3.85,21.3,15.44,Relaxing
5,46.12,3.84,21.2,15.52,Relaxing
5,46.14,3.83,21,15.44,Relaxing
5,46.15,3.81,21,15.44,Relaxing
5,46.16,3.8,20.8,15.44,Relaxing
5,46.17,3.78,20.8,15.44,Relaxing
5,46.19,3.77,20.8,15.36,Relaxing
5,46.2,3.76,20.6,15.36,Relaxing
5,46.21,3.74,20.3,15.44,Relaxing
5,46.22,3.73,20.4,15.36,Relaxing
5,46.23,3.71,20.3,15.44,Relaxing
5,46.25,3.71,20.3,15.44,Relaxing
5,46.26,3.69,20.1,15.44,Relaxing
5,46.27,3.68,19.8,15.36,Relaxing
5,46.28,3.67,19.9,15.36,Relaxing
5,46.3,3.65,19.8,15.36,Relaxing
5,46.31,3.64,19.7,15.36,Relaxing
5,46.32,3.63,19.6,15.28,Relaxing
5,46.33,3.62,19.6,15.44,Relaxing
5,46.35,3.6,19.5,15.28,Relaxing
5,46.36,3.59,19.1,15.28,Relaxing
5,46.37,3.58,19,15.28,Relaxing
5,46.38,3.56,19.1,15.2,Relaxing
5,46.4,3.55,19.2,15.2,Relaxing
5,46.41,3.54,19,15.12,Relaxing
5,46.42,3.52,18.9,15.2,Relaxing
5,46.43,3.51,18.7,15.2,Relaxing
5,46.44,3.5,18.5,15.12,Relaxing
5,46.46,3.49,18.6,15.28,Relaxing
5,46.47,3.47,18.4,15.2,Relaxing
5,46.48,3.46,18.4,15.12,Relaxing
5,46.49,3.45,18.4,15.12,Relaxing
5,46.51,3.44,17.9,15.04,Relaxing
5,46.52,3.43,17.8,15.2,Relaxing
5,46.53,3.41,18,15.12,Relaxing
5,46.54,3.4,18,15.04,Relaxing
5,46.56,3.39,17.9,15.04,Relaxing
5,46.57,3.37,18,15.04,Relaxing
5,46.58,3.36,17.7,15.04,Relaxing
5,46.59,3.35,17.5,15.04,Relaxing
5,46.61,3.33,17.6,14.96,Relaxing
5,46.62,3.32,17.5,14.96,Relaxing
5,46.63,3.31,17.3,14.96,Relaxing
5,46.64,3.29,17.2,14.96,Relaxing
5,46.65,3.28,17.1,14.96,Relaxing
5,46.67,3.27,17,14.96,Relaxing
5,46.68,3.26,17.1,14.88,Relaxing
5,46.69,3.24,16.8,14.88,Relaxing
5,46.7,3.23,16.6,14.88,Relaxing
5,46.72,3.22,16.6,14.88,Relaxing
5,46.73,3.2,16.8,14.88,Relaxing
5,46.74,3.19,16.6,14.88,Relaxing
5,46.75,3.18,16.6,14.8,Relaxing
5,46.77,3.16,16.5,14.72,Relaxing
5,46.78,3.15,16.2,14.8,Relaxing
5,46.79,3.14,16,14.88,Relaxing
5,46.8,3.12,16.1,14.8,Relaxing
5,46.81,3.11,16.3,14.72,Relaxing
5,46.83,3.1,16,14.56,Relaxing
5,46.84,3.09,15.9,14.48,Relaxing
5,46.85,3.08,15.8,14.41,Relaxing
5,46.86,3.07,16,14.41,Relaxing
5,46.88,3.05,15.8,14.33,Relaxing
5,46.89,3.04,15.7,14.33,Relaxing
5,46.9,3.03,15.8,14.25,Relaxing
5,46.91,3.01,15.6,14.33,Relaxing
5,46.93,3,15.3,14.25,Relaxing
5,46.94,2.98,15.5,14.33,Relaxing
5,46.95,2.97,15.4,14.25,Relaxing
5,46.96,2.96,15,14.25,Relaxing
5,46.98,2.95,15,14.25,Relaxing
5,46.99,2.94,15.1,14.17,Relaxing
5,47,2.92,15,14.17,Relaxing
5,47.01,2.91,14.8,14.17,Relaxing
5,47.03,2.9,14.7,14.09,Relaxing
5,47.04,2.88,14.5,14.02,Relaxing
5,47.05,2.87,14.5,14.02,Relaxing
5,47.06,2.86,14.6,14.02,Relaxing
5,47.07,2.84,14.6,13.94,Relaxing
5,47.09,2.83,14.5,13.94,Relaxing
5,47.1,2.82,14.3,13.86,Relaxing
5,47.11,2.8,14.3,13.94,Relaxing
5,47.12,2.79,13.9,13.79,Relaxing
5,47.14,2.78,13.9,13.86,Relaxing
5,47.15,2.76,14.2,13.71,Relaxing
5,47.16,2.75,14.1,13.71,Relaxing
5,47.17,2.74,13.9,13.79,Relaxing
5,47.19,2.72,13.6,13.79,Relaxing
5,47.2,2.71,13.4,13.71,Relaxing
5,47.21,2.7,13.4,13.71,Relaxing
5,47.22,2.69,13.4,13.71,Relaxing
5,47.24,2.67,13.3,13.63,Relaxing
5,47.25,2.66,13.3,13.56,Relaxing
5,47.26,2.65,13.1,13.48,Relaxing
5,47.27,2.63,13.2,13.48,Relaxing
5,47.28,2.63,13.3,13.33,Relaxing
5,47.3,2.61,12.8,13.4,Relaxing
5,47.31,2.6,12.5,13.4,Relaxing
5,47.32,2.59,12.7,13.4,Relaxing
5,47.33,2.58,13,13.4,Relaxing
5,47.35,2.56,13,13.33,Relaxing
5,47.36,2.55,12.7,13.33,Relaxing
5,47.37,2.54,12.7,13.33,Relaxing
5,47.38,2.52,12.5,13.25,Relaxing
5,47.4,2.51,12.1,13.33,Relaxing
5,47.41,2.5,12.1,13.33,Relaxing
5,47.42,2.49,12.3,13.25,Relaxing
5,47.43,2.47,12.5,13.25,Relaxing
5,47.45,2.46,12.4,13.1,Relaxing
5,47.46,2.45,12.3,13.03,Relaxing
5,47.47,2.44,12.1,13.03,Relaxing
5,47.48,2.42,11.9,12.95,Relaxing
5,47.5,2.41,12,12.88,Relaxing
5,47.51,2.4,11.7,12.88,Relaxing
5,47.52,2.39,11.8,12.51,Relaxing
5,47.53,2.37,11.7,12.43,Relaxing
5,47.54,2.36,11.6,12.36,Relaxing
5,47.56,2.35,11.7,12.29,Relaxing
5,47.57,2.33,11.5,12.29,Relaxing
5,47.58,2.32,11.1,12.21,Relaxing
5,47.59,2.31,10.8,12.14,Relaxing
5,47.61,2.29,10.7,12.14,Relaxing
5,47.62,2.28,10.9,12.14,Relaxing
5,47.63,2.27,11,12.07,Relaxing
5,47.64,2.25,10.9,12.07,Relaxing
5,47.65,2.24,10.5,12,Relaxing
5,47.67,2.23,10.5,12,Relaxing
5,47.68,2.22,10.5,11.92,Relaxing
5,47.69,2.2,10.4,11.92,Relaxing
5,47.71,2.19,10.7,11.85,Relaxing
5,47.72,2.18,10.4,11.78,Relaxing
5,47.73,2.16,10.3,11.64,Relaxing
5,47.74,2.15,10.3,11.71,Relaxing
5,47.75,2.14,10.5,11.64,Relaxing
5,47.77,2.13,10.5,11.64,Relaxing
5,47.78,2.12,10.3,11.56,Relaxing
5,47.79,2.1,10.4,11.56,Relaxing
5,47.8,2.09,10.2,11.49,Relaxing
5,47.81,2.08,10,11.49,Relaxing
5,47.83,2.07,10.1,11.49,Relaxing
5,47.84,2.05,10,11.35,Relaxing
5,47.85,2.04,9.9,11.28,Relaxing
5,47.87,2.03,9.7,11.21,Relaxing
5,47.88,2.01,9.4,11.21,Relaxing
5,47.89,2,9.3,11.14,Relaxing
5,47.9,1.99,9.3,11.14,Relaxing
5,47.92,1.98,9.5,11.07,Relaxing
5,47.93,1.97,9.4,11,Relaxing
5,47.94,1.95,9.2,11,Relaxing
5,47.95,1.94,9.2,11,Relaxing
5,47.96,1.92,9,10.93,Relaxing
5,47.98,1.91,8.9,10.86,Relaxing
5,47.99,1.9,8.8,10.86,Relaxing
5,48,1.89,8.7,10.79,Relaxing
5,48.01,1.88,8.8,10.79,Relaxing
5,48.03,1.86,8.6,10.79,Relaxing
5,48.04,1.86,8.4,10.72,Relaxing
5,48.05,1.85,8.3,10.72,Relaxing
5,48.06,1.83,8.3,10.65,Relaxing
5,48.07,1.82,8.3,10.58,Relaxing
5,48.09,1.8,8.1,10.58,Relaxing
5,48.1,1.79,8.1,10.58,Relaxing
5,48.11,1.77,8.3,10.58,Relaxing
5,48.13,1.76,8.1,10.51,Relaxing
5,48.14,1.75,8.1,10.44,Relaxing
5,48.15,1.74,7.9,10.44,Relaxing
5,48.16,1.73,7.8,10.38,Relaxing
5,48.17,1.72,7.6,10.38,Relaxing
5,48.19,1.7,7.5,10.38,Relaxing
5,48.2,1.69,7.5,10.31,Relaxing
5,48.21,1.67,7.2,10.31,Relaxing
5,48.22,1.66,7.1,10.24,Relaxing
5,48.24,1.65,7.2,10.24,Relaxing
5,48.25,1.64,7.1,10.17,Relaxing
5,48.26,1.63,7.1,10.17,Relaxing
5,48.27,1.61,7.1,10.1,Relaxing
5,48.28,1.61,6.9,10.04,Relaxing
5,48.3,1.59,6.9,10.04,Relaxing
5,48.31,1.58,7,10.04,Relaxing
5,48.32,1.57,6.8,9.9,Relaxing
5,48.34,1.55,6.6,9.97,Relaxing
5,48.35,1.53,6.9,9.9,Relaxing
5,48.36,1.52,6.7,9.97,Relaxing
5,48.37,1.51,6.6,9.83,Relaxing
5,48.38,1.5,6.6,9.83,Relaxing
5,48.4,1.49,6.4,9.77,Relaxing
5,48.41,1.48,6.4,9.77,Relaxing
5,48.42,1.46,6.4,9.77,Relaxing
5,48.43,1.45,6,9.7,Relaxing
5,48.45,1.44,5.7,9.63,Relaxing
5,48.46,1.42,5.9,9.63,Relaxing
5,48.47,1.41,5.8,9.63,Relaxing
5,48.48,1.4,5.7,9.57,Relaxing
5,48.49,1.38,5.7,9.5,Relaxing
5,48.51,1.37,5.6,9.5,Relaxing
5,48.52,1.37,5.5,9.5,Relaxing
5,48.53,1.35,5.4,9.37,Relaxing
5,48.54,1.34,5.4,9.37,Relaxing
5,48.56,1.33,5.1,9.3,Relaxing
5,48.57,1.31,5,9.3,Relaxing
5,48.58,1.29,5.2,9.24,Relaxing
5,48.59,1.28,5,9.24,Relaxing
5,48.61,1.27,4.9,9.1,Relaxing
5,48.62,1.25,5,9.17,Relaxing
5,48.63,1.25,5,9.17,Relaxing
5,48.64,1.24,4.7,9.04,Relaxing
5,48.65,1.22,4.4,9.04,Relaxing
5,48.67,1.21,4.5,8.91,Relaxing
5,48.68,1.2,4.7,8.97,Relaxing
5,48.69,1.18,4.7,8.97,Relaxing
5,48.71,1.17,4.6,8.91,Relaxing
5,48.72,1.15,4.6,8.84,Relaxing
5,48.73,1.14,4.5,8.84,Relaxing
5,48.74,1.13,4.1,8.91,Relaxing
5,48.75,1.12,4,8.78,Relaxing
5,48.77,1.11,4,8.78,Relaxing
5,48.78,1.09,3.9,8.71,Relaxing
5,48.79,1.08,3.6,8.71,Relaxing
5,48.8,1.07,3.9,8.71,Relaxing
5,48.82,1.05,4,8.71,Relaxing
5,48.83,1.04,3.9,8.71,Relaxing
5,48.84,1.02,3.5,8.58,Relaxing
5,48.85,1.01,3.5,8.58,Relaxing
5,48.87,1,3.4,8.58,Relaxing
5,48.88,0.99,3.1,8.58,Relaxing
5,48.89,0.98,3.1,8.52,Relaxing
5,48.9,0.96,3.2,8.46,Relaxing
5,48.92,0.95,3.1,8.39,Relaxing
5,48.93,0.94,2.8,8.46,Relaxing
5,48.94,0.93,2.9,8.39,Relaxing
5,48.95,0.91,2.8,8.39,Relaxing
5,48.96,0.9,2.7,8.33,Relaxing
5,48.98,0.89,2.8,8.27,Relaxing
5,48.99,0.88,2.7,8.27,Relaxing
5,49,0.86,2.8,8.27,Relaxing
5,49.01,0.86,2.7,8.2,Relaxing
5,49.03,0.84,2.6,8.2,Relaxing
5,49.04,0.83,2.7,8.14,Relaxing
5,49.05,0.81,2.7,8.14,Relaxing
5,49.06,0.81,2.3,8.14,Relaxing
5,49.08,0.79,2.5,8.08,Relaxing
5,49.09,0.77,2.9,8.08,Relaxing
5,49.1,0.76,2.4,8.08,Relaxing
5,49.11,0.75,2,8.01,Relaxing
5,49.13,0.74,2.2,8.01,Relaxing
5,49.14,0.73,2.4,7.95,Relaxing
5,49.15,0.71,2.2,7.95,Relaxing
5,49.16,0.7,2.1,7.89,Relaxing
5,49.17,0.69,1.5,7.95,Relaxing
5,49.19,0.68,1.5,7.89,Relaxing
5,49.2,0.66,1.7,7.89,Relaxing
5,49.21,0.65,1.7,7.82,Relaxing
5,49.22,0.64,1.6,7.89,Relaxing
5,49.24,0.63,1.2,7.76,Relaxing
5,49.25,0.61,1.2,7.76,Relaxing
5,49.26,0.6,1.1,7.76,Relaxing
5,49.27,0.58,1.1,7.64,Relaxing
5,49.29,0.57,1.1,7.7,Relaxing
5,49.3,0.56,1.1,7.7,Relaxing
5,49.31,0.55,1,7.64,Relaxing
5,49.32,0.54,0.8,7.58,Relaxing
5,49.34,0.52,0.7,7.64,Relaxing
5,49.35,0.51,0.6,7.58,Relaxing
5,49.36,0.5,0.7,7.51,Relaxing
5,49.37,0.49,0.7,7.51,Relaxing
5,49.38,0.47,0.6,7.51,Relaxing
5,49.4,0.46,0.4,7.45,Relaxing
5,49.41,0.45,0.3,7.45,Relaxing
5,49.42,0.44,0.3,7.51,Relaxing
5,49.43,0.42,0.3,7.33,Relaxing
5,49.45,0.41,0.3,7.33,Relaxing
5,49.46,0.4,0.3,7.33,Relaxing
5,49.47,0.38,0,7.33,Relaxing
5,49.48,0.37,-0.1,7.33,Relaxing
5,49.5,0.35,0.2,7.27,Relaxing
5,49.51,0.34,0,7.27,Relaxing
5,49.52,0.34,0,7.27,Relaxing
5,49.53,0.32,-0.1,7.27,Relaxing
5,49.54,0.3,-0.2,7.21,Relaxing
