Time,Displacement,Tension,Resistance,Stutus
45.03,13.57,44.5,43.38,Stretching
45.05,13.59,44.7,43.38,Stretching
45.06,13.6,44.6,43.72,Stretching
45.07,13.61,44.8,43.55,Stretching
45.08,13.63,44.9,43.55,Stretching
45.09,13.64,45.1,43.55,Stretching
45.11,13.65,45.1,43.55,Stretching
45.12,13.67,44.9,43.38,Stretching
45.13,13.68,45,44.06,Stretching
45.14,13.69,45,43.38,Stretching
45.16,13.7,45.1,43.55,Stretching
45.17,13.72,45.1,43.21,Stretching
45.18,13.73,45.1,43.89,Stretching
45.19,13.74,45,44.06,Stretching
45.2,13.76,45.3,43.72,Stretching
45.22,13.77,45.4,43.72,Stretching
45.23,13.78,45.5,44.06,Stretching
45.24,13.8,45.6,43.89,Stretching
45.26,13.81,45.8,44.06,Stretching
45.27,13.82,45.6,44.06,Stretching
45.28,13.84,45.4,43.72,Stretching
45.29,13.85,45.7,43.89,Stretching
45.3,13.86,45.7,43.89,Stretching
45.32,13.88,45.6,43.72,Stretching
45.33,13.89,45.7,44.06,Stretching
45.34,13.9,45.8,44.24,Stretching
45.35,13.91,46,44.24,Stretching
45.37,13.93,45.7,44.24,Stretching
45.38,13.94,45.9,44.41,Stretching
45.39,13.96,46.1,44.24,Stretching
45.4,13.97,45.9,44.06,Stretching
45.41,13.98,46,44.41,Stretching
45.43,13.99,46.1,45.29,Stretching
45.44,14.01,46.2,44.58,Stretching
45.45,14.02,46.4,44.58,Stretching
45.47,14.03,46.5,44.76,Stretching
45.48,14.05,46.4,44.41,Stretching
45.49,14.06,46.3,44.41,Stretching
45.5,14.07,46.2,44.58,Stretching
45.51,14.09,46.2,44.41,Stretching
45.53,14.1,46.4,44.58,Stretching
45.54,14.11,46.4,44.24,Stretching
45.55,14.13,46.4,44.24,Stretching
45.56,14.14,46.5,44.41,Stretching
45.58,14.15,46.8,44.76,Stretching
45.59,14.16,46.8,44.76,Stretching
45.6,14.18,46.6,44.93,Stretching
45.61,14.19,46.6,44.93,Stretching
45.62,14.19,46.9,45.29,Stretching
45.64,14.22,47.2,45.82,Stretching
45.65,14.22,47,45.11,Stretching
45.66,14.23,46.9,44.93,Stretching
45.67,14.25,47.3,44.76,Stretching
45.69,14.26,47.3,44.76,Stretching
45.7,14.27,47,44.58,Stretching
45.71,14.29,47.3,44.41,Stretching
45.72,14.3,47.6,44.24,Stretching
45.74,14.31,47.7,44.06,Stretching
45.75,14.32,47.5,44.93,Stretching
45.76,14.34,47.7,44.76,Stretching
45.77,14.35,47.8,45.11,Stretching
45.79,14.36,47.8,44.76,Stretching
45.8,14.38,47.6,44.76,Stretching
45.81,14.39,47.6,44.58,Stretching
45.82,14.4,47.6,44.58,Stretching
45.83,14.42,47.5,45.11,Stretching
45.85,14.43,47.9,44.93,Stretching
45.86,14.44,47.9,44.58,Stretching
45.87,14.46,48,44.76,Stretching
45.88,14.47,48,45.11,Stretching
45.9,14.48,47.8,45.29,Stretching
45.91,14.5,48,45.46,Stretching
45.92,14.51,48.2,44.93,Stretching
45.93,14.52,48.3,45.11,Stretching
45.95,14.53,48.4,45.29,Stretching
45.96,14.55,48.3,44.93,Stretching
45.97,14.56,48.4,45.29,Stretching
45.98,14.57,48.6,45.64,Stretching
46,14.59,48.7,45.64,Stretching
46.01,14.6,48.6,45.46,Stretching
46.02,14.61,48.5,45.82,Stretching
46.03,14.62,48.6,45.82,Stretching
46.04,14.64,48.7,45.64,Stretching
46.06,14.65,48.7,46,Stretching
46.07,14.66,48.7,45.82,Stretching
46.08,14.67,48.7,46.18,Stretching
46.09,14.69,48.9,46,Stretching
46.11,14.69,49.2,46.18,Stretching
46.12,14.71,49.2,45.82,Stretching
46.13,14.72,49.1,46.54,Stretching
46.14,14.73,49,46.36,Stretching
46.16,14.75,49.1,46,Stretching
46.17,14.76,49.4,46.18,Stretching
46.18,14.77,49.3,46.36,Stretching
46.19,14.78,49.2,46.36,Stretching
46.21,14.8,49.2,46.36,Stretching
46.22,14.81,49.1,46.54,Stretching
46.23,14.82,49.3,46.36,Stretching
46.24,14.84,49.4,46.36,Stretching
46.26,14.85,49.5,46.36,Stretching
46.27,14.86,49.5,46.18,Stretching
46.28,14.88,49.5,46.18,Stretching
46.29,14.89,49.5,46.18,Stretching
46.3,14.9,49.7,46,Stretching
46.32,14.92,49.9,46.18,Stretching
46.33,14.93,49.7,46.18,Stretching
46.34,14.94,49.9,46,Stretching
46.35,14.95,50.1,46.73,Stretching
46.37,14.97,50.1,46.36,Stretching
46.38,14.98,50,46.54,Stretching
46.39,14.99,50.1,46.36,Stretching
46.4,15.01,50.3,46.73,Stretching
46.42,15.02,50.4,46.36,Stretching
46.43,15.03,50.3,46.18,Stretching
46.44,15.05,50.5,46.18,Stretching
46.45,15.06,50.4,46.36,Stretching
46.47,15.07,50.4,46,Stretching
46.48,15.09,50.4,46.18,Stretching
46.49,15.1,50.4,45.82,Stretching
46.5,15.1,50.6,47.09,Stretching
46.51,15.12,50.6,46.91,Stretching
46.53,15.14,50.7,47.09,Stretching
46.54,15.15,50.8,46.73,Stretching
46.55,15.15,50.9,46.91,Stretching
46.56,15.17,51,46.91,Stretching
46.58,15.18,51,46.18,Stretching
46.59,15.19,51,46.91,Stretching
46.6,15.21,51.3,46.73,Stretching
46.61,15.22,51.5,46.73,Stretching
46.63,15.23,51.3,46.91,Stretching
46.64,15.25,51.1,47.46,Stretching
46.65,15.26,51.2,47.46,Stretching
46.66,15.27,51.5,47.46,Stretching
46.67,15.28,51.8,47.28,Stretching
46.69,15.3,51.8,47.28,Stretching
46.7,15.31,51.5,46.91,Stretching
46.71,15.32,51.6,46.91,Stretching
46.72,15.34,51.7,47.28,Stretching
46.74,15.35,51.6,47.46,Stretching
46.75,15.36,51.8,47.46,Stretching
46.76,15.38,52,47.46,Stretching
46.77,15.39,52.2,47.28,Stretching
46.79,15.4,52,47.46,Stretching
46.8,15.42,51.8,47.83,Stretching
46.81,15.43,51.8,47.83,Stretching
46.82,15.44,51.9,47.65,Stretching
46.84,15.46,52.2,47.09,Stretching
46.85,15.47,52.3,47.65,Stretching
46.86,15.48,52.5,47.83,Stretching
46.87,15.5,52.4,47.46,Stretching
46.88,15.51,52.3,47.09,Stretching
46.9,15.52,52.5,47.28,Stretching
46.91,15.53,52.6,47.09,Stretching
46.92,15.55,52.5,47.46,Stretching
46.93,15.56,52.4,47.46,Stretching
46.95,15.57,52.6,47.28,Stretching
46.96,15.58,52.8,47.46,Stretching
46.97,15.6,52.6,47.28,Stretching
46.98,15.61,52.7,46.91,Stretching
46.99,15.62,52.9,46.73,Stretching
47.01,15.63,52.7,46.91,Stretching
47.02,15.65,52.7,46.54,Stretching
47.03,15.66,53,46.54,Stretching
47.05,15.67,53,46.36,Stretching
47.06,15.68,53.2,46.54,Stretching
47.07,15.69,53.4,46.54,Stretching
47.08,15.71,53.3,46.73,Stretching
47.09,15.72,53.4,46.91,Stretching
47.11,15.73,53.5,46.54,Stretching
47.12,15.75,53.5,46.36,Stretching
47.13,15.76,53.5,46.54,Stretching
47.14,15.77,53.6,46.91,Stretching
47.16,15.78,53.7,46.73,Stretching
47.17,15.8,53.6,46.54,Stretching
47.18,15.81,53.8,46.73,Stretching
47.19,15.82,54,46.54,Stretching
47.2,15.84,53.9,46.91,Stretching
47.22,15.85,53.7,46.73,Stretching
47.23,15.86,53.8,46.73,Stretching
47.24,15.87,54,46.91,Stretching
47.26,15.89,53.9,47.09,Stretching
47.27,15.9,53.7,46.73,Stretching
47.28,15.91,53.9,47.09,Stretching
47.29,15.93,54.1,46.91,Stretching
47.3,15.94,54.3,46.73,Stretching
47.32,15.95,54.4,46.54,Stretching
47.33,15.97,54.7,46.54,Stretching
47.34,15.98,54.9,47.28,Stretching
47.35,15.98,54.7,47.09,Stretching
47.37,16,54.5,47.46,Stretching
47.38,16.01,54.5,47.28,Stretching
47.39,16.02,54.6,47.46,Stretching
47.4,16.03,55,47.28,Stretching
47.41,16.03,55,47.28,Stretching
47.43,16.03,54.8,47.28,Stretching
47.44,16.03,54.6,47.28,Stretching
47.45,16.03,54.2,47.46,Stretching
47.46,16.03,54.1,47.65,Stretching
47.48,16.03,54.3,47.65,Stretching
47.49,16.03,54,47.83,Stretching
47.5,16.03,54.1,47.28,Stretching
47.51,16.03,54.3,47.46,Stretching
47.53,16.03,54,47.65,Stretching
47.54,16.03,53.7,47.65,Stretching
47.55,16.03,53.9,47.65,Stretching
47.56,16.03,53.9,47.65,Stretching
47.58,16.03,53.5,47.65,Stretching
47.59,16.03,53.6,47.28,Stretching
47.6,16.03,53.6,47.28,Stretching
47.61,16.03,53.7,47.28,Stretching
47.62,16.03,53.6,47.09,Stretching
47.64,16.03,53.5,47.46,Stretching
47.65,16.03,53.5,47.65,Stretching
47.66,16.03,53.3,47.46,Stretching
47.67,16.03,53.3,47.46,Stretching
47.69,16.03,53.1,47.65,Stretching
47.7,16.03,53.3,47.65,Stretching
47.71,16.03,53.3,47.65,Stretching
47.72,16.03,53.4,47.46,Stretching
47.74,16.03,53.2,47.28,Stretching
47.75,16.03,53.3,47.46,Stretching
47.76,16.03,53.2,47.28,Stretching
47.77,16.03,53.1,47.46,Stretching
47.79,16.03,53.2,47.65,Stretching
47.8,16.03,53.2,47.65,Stretching
47.81,16.03,53.3,47.65,Stretching
47.82,16.03,53.3,47.65,Stretching
47.83,16.03,53.2,47.46,Stretching
47.85,16.03,53.1,47.46,Stretching
47.86,16.03,52.9,47.46,Stretching
47.87,16.03,52.7,47.46,Stretching
47.88,16.03,52.7,47.28,Stretching
47.9,16.03,53,47.28,Stretching
47.91,16.03,52.9,47.09,Stretching
47.92,16.03,52.8,47.09,Stretching
47.93,16.03,52.9,47.09,Stretching
47.95,16.03,52.8,46.91,Stretching
47.96,16.03,52.8,46.91,Stretching
47.97,16.03,52.9,46.73,Stretching
47.99,16.03,52.8,46.73,Relaxing
48,16.03,52.6,46.73,Relaxing
48.01,16.02,52.7,46.73,Relaxing
48.02,16.01,52.5,46.73,Relaxing
48.03,16,52.3,46.73,Relaxing
48.04,15.98,52.1,46.73,Relaxing
48.06,15.97,52,46.54,Relaxing
48.07,15.96,51.8,46.73,Relaxing
48.08,15.95,51.6,46.73,Relaxing
48.09,15.94,51.4,46.73,Relaxing
48.11,15.92,51.2,46.73,Relaxing
48.12,15.91,51,46.73,Relaxing
48.13,15.9,50.8,46.73,Relaxing
48.14,15.88,50.9,46.54,Relaxing
48.16,15.87,50.7,46.73,Relaxing
48.17,15.86,50.4,46.91,Relaxing
48.18,15.84,50.4,47.09,Relaxing
48.19,15.83,50.2,47.09,Relaxing
48.21,15.82,50.1,47.09,Relaxing
48.22,15.81,50.3,47.09,Relaxing
48.23,15.79,50,46.91,Relaxing
48.24,15.78,49.6,47.09,Relaxing
48.26,15.77,49.6,46.73,Relaxing
48.27,15.76,49.5,46.91,Relaxing
48.28,15.75,49.4,46.91,Relaxing
48.29,15.73,49.3,46.54,Relaxing
48.3,15.72,49.2,46.54,Relaxing
48.32,15.71,48.8,46.54,Relaxing
48.33,15.69,49,46.36,Relaxing
48.34,15.68,48.9,46.73,Relaxing
48.35,15.67,48.7,47.09,Relaxing
48.37,15.65,48.5,47.09,Relaxing
48.38,15.65,48.4,47.09,Relaxing
48.39,15.64,48.3,46.91,Relaxing
48.4,15.62,48.2,47.28,Relaxing
48.42,15.6,47.9,46.91,Relaxing
48.43,15.6,47.9,46.91,Relaxing
48.44,15.59,48,46.91,Relaxing
48.45,15.57,47.7,47.09,Relaxing
48.47,15.56,47.7,47.09,Relaxing
48.48,15.55,47.7,47.09,Relaxing
48.49,15.53,47.4,46.73,Relaxing
48.5,15.52,47.3,46.54,Relaxing
48.51,15.51,47.3,46.91,Relaxing
48.53,15.5,47.1,47.28,Relaxing
48.54,15.48,46.9,46.91,Relaxing
48.55,15.47,47,46.91,Relaxing
48.56,15.46,47,46.91,Relaxing
48.58,15.44,46.5,46.91,Relaxing
48.59,15.43,46.4,46.73,Relaxing
48.6,15.42,46.2,46.73,Relaxing
48.61,15.4,46,46.73,Relaxing
48.63,15.39,46.1,46.73,Relaxing
48.64,15.38,46.4,46.91,Relaxing
48.65,15.36,46.2,46.73,Relaxing
48.66,15.35,46,46.91,Relaxing
48.67,15.34,45.9,46.73,Relaxing
48.69,15.32,45.8,46.73,Relaxing
48.7,15.31,45.5,46.73,Relaxing
48.71,15.3,45.7,46.36,Relaxing
48.72,15.28,45.6,46.36,Relaxing
48.74,15.27,45.3,46.36,Relaxing
48.75,15.26,45.3,46,Relaxing
48.76,15.25,45.3,46.36,Relaxing
48.77,15.23,45,46.54,Relaxing
48.78,15.23,44.9,46.54,Relaxing
48.8,15.21,44.8,46.73,Relaxing
48.81,15.19,44.6,46.54,Relaxing
48.82,15.19,44.8,46.36,Relaxing
48.83,15.17,44.6,46.54,Relaxing
48.85,15.16,44.3,46.36,Relaxing
48.86,15.15,44.3,45.82,Relaxing
48.87,15.14,44.3,46.36,Relaxing
48.88,15.12,44.2,46.18,Relaxing
48.9,15.11,44.2,46.36,Relaxing
48.91,15.1,43.9,46.36,Relaxing
48.92,15.08,43.7,46.18,Relaxing
48.93,15.07,43.8,46.91,Relaxing
48.95,15.06,43.9,46.73,Relaxing
48.96,15.04,43.7,46.73,Relaxing
48.97,15.03,43.7,46.73,Relaxing
48.98,15.02,43.7,46.36,Relaxing
48.99,15.01,43.4,46.91,Relaxing
49.01,15,43.3,46.91,Relaxing
49.02,14.98,43.3,46.36,Relaxing
49.03,14.97,43.2,46.73,Relaxing
49.04,14.96,42.9,46.73,Relaxing
49.06,14.94,42.8,46.73,Relaxing
49.07,14.93,42.7,46.91,Relaxing
49.08,14.92,42.7,46.73,Relaxing
49.09,14.9,42.7,46.73,Relaxing
49.11,14.89,42.7,46.73,Relaxing
49.12,14.88,42.6,46.73,Relaxing
49.13,14.86,42.7,46.73,Relaxing
49.14,14.85,42.5,46.73,Relaxing
49.16,14.84,42.3,46.91,Relaxing
49.17,14.83,42.3,46.73,Relaxing
49.18,14.81,42.3,46.73,Relaxing
49.19,14.8,41.9,46.54,Relaxing
49.2,14.79,42,46.73,Relaxing
49.22,14.77,41.9,46.54,Relaxing
49.23,14.76,41.8,46.73,Relaxing
49.24,14.75,41.9,46.73,Relaxing
49.25,14.73,41.8,46.73,Relaxing
49.27,14.73,41.8,46.73,Relaxing
49.28,14.72,41.6,46.73,Relaxing
49.29,14.7,41.4,46.73,Relaxing
49.3,14.69,41.3,46.73,Relaxing
49.32,14.68,41.5,46.54,Relaxing
49.33,14.67,41.2,46.54,Relaxing
49.34,14.65,41,46.73,Relaxing
49.35,14.64,41,46.73,Relaxing
49.36,14.63,40.8,46.73,Relaxing
49.38,14.61,40.9,46.91,Relaxing
49.39,14.6,41,46.73,Relaxing
49.4,14.59,40.7,46.73,Relaxing
49.41,14.57,40.5,46.73,Relaxing
49.43,14.56,40.1,46.73,Relaxing
49.44,14.55,40.1,46.73,Relaxing
49.45,14.53,40.4,46.73,Relaxing
49.46,14.52,40.2,46.73,Relaxing
49.48,14.52,40.2,46.73,Relaxing
49.49,14.5,40.1,46.73,Relaxing
49.5,14.48,40.2,46.36,Relaxing
49.51,14.48,40.3,46.36,Relaxing
49.53,14.46,40,46.36,Relaxing
49.54,14.44,39.5,46.36,Relaxing
49.55,14.44,39.5,46.36,Relaxing
49.56,14.42,39.5,46.36,Relaxing
49.58,14.4,39.5,46.36,Relaxing
49.59,14.4,39.7,46.36,Relaxing
49.6,14.38,39.7,46.18,Relaxing
49.61,14.36,39.4,46.18,Relaxing
49.62,14.35,39.4,46.18,Relaxing
49.64,14.34,39.3,46.36,Relaxing
49.65,14.32,39.3,46.36,Relaxing
49.66,14.31,39.1,46.18,Relaxing
49.67,14.31,39.2,46.36,Relaxing
49.69,14.28,39.1,46.36,Relaxing
49.7,14.27,39.2,46.18,Relaxing
49.71,14.27,38.9,46,Relaxing
49.72,14.25,38.7,46.18,Relaxing
49.74,14.23,38.9,46.36,Relaxing
49.75,14.23,38.7,46.18,Relaxing
49.76,14.21,38.6,46.54,Relaxing
49.77,14.2,38.5,46,Relaxing
49.78,14.19,38.3,46.36,Relaxing
49.8,14.18,38.3,46.54,Relaxing
49.81,14.16,38.1,46.54,Relaxing
49.82,14.15,38,46,Relaxing
49.83,14.14,37.8,46.54,Relaxing
49.85,14.12,37.9,46.36,Relaxing
49.86,14.11,37.9,46.54,Relaxing
49.87,14.1,37.7,46.54,Relaxing
49.88,14.09,37.7,46.36,Relaxing
49.9,14.07,37.5,46.18,Relaxing
49.91,14.06,37.5,46.36,Relaxing
49.92,14.05,37.5,46.54,Relaxing
49.93,14.03,37.6,46.54,Relaxing
49.95,14.02,37.6,46.54,Relaxing
49.96,14.01,37.6,46.54,Relaxing
49.97,14,37.5,46.54,Relaxing
49.98,13.98,37.5,46.36,Relaxing
49.99,13.97,37.6,46,Relaxing
50.01,13.96,37.3,46,Relaxing
50.02,13.94,37.1,46,Relaxing
50.03,13.93,37.1,46,Relaxing
50.04,13.92,37.1,46,Relaxing
50.06,13.9,37,46,Relaxing
50.07,13.89,36.7,46,Relaxing
50.08,13.88,36.6,45.82,Relaxing
50.09,13.86,36.6,45.82,Relaxing
50.1,13.85,36.5,45.82,Relaxing
50.12,13.84,36.6,45.82,Relaxing
50.13,13.82,36.8,46,Relaxing
50.14,13.81,36.5,45.82,Relaxing
50.15,13.8,36.3,45.64,Relaxing
50.17,13.78,36.5,45.46,Relaxing
50.18,13.77,36.5,45.64,Relaxing
50.19,13.76,36.3,45.46,Relaxing
50.2,13.75,36.2,45.46,Relaxing
50.22,13.73,36.1,45.64,Relaxing
50.23,13.72,35.9,45.64,Relaxing
50.24,13.71,35.9,45.64,Relaxing
50.25,13.69,35.9,45.64,Relaxing
50.27,13.68,36.1,45.64,Relaxing
50.28,13.67,36.1,45.64,Relaxing
50.29,13.65,35.8,45.64,Relaxing
50.3,13.65,35.6,45.29,Relaxing
50.31,13.63,35.5,45.46,Relaxing
50.33,13.62,35.5,45.46,Relaxing
50.34,13.6,35.7,45.11,Relaxing
50.35,13.59,35.5,45.64,Relaxing
50.36,13.58,35.4,45.64,Relaxing
50.38,13.56,35.2,45.64,Relaxing
50.39,13.56,35.2,45.64,Relaxing
50.4,13.54,35.1,45.29,Relaxing
50.41,13.52,35.1,45.64,Relaxing
50.43,13.52,35,45.82,Relaxing
50.44,13.51,34.9,45.64,Relaxing
50.45,13.49,34.9,45.64,Relaxing
50.46,13.48,34.9,45.64,Relaxing
50.48,13.47,34.9,45.64,Relaxing
50.49,13.45,34.7,45.46,Relaxing
50.5,13.44,34.4,45.46,Relaxing
50.51,13.43,34.5,45.46,Relaxing
50.52,13.42,34.7,45.46,Relaxing
50.54,13.4,34.5,45.82,Relaxing
50.55,13.39,34.2,45.82,Relaxing
50.56,13.38,34.1,45.64,Relaxing
50.57,13.35,34.3,45.46,Relaxing
50.59,13.35,34.2,45.46,Relaxing
50.6,13.33,34.3,45.64,Relaxing
50.61,13.31,34.2,45.46,Relaxing
50.62,13.31,33.9,45.64,Relaxing
50.64,13.29,34.1,45.46,Relaxing
50.65,13.27,34.3,45.46,Relaxing
50.66,13.27,33.9,45.46,Relaxing
50.67,13.26,33.9,45.46,Relaxing
50.69,13.24,33.7,45.46,Relaxing
50.7,13.23,33.4,45.46,Relaxing
50.71,13.22,33.5,45.29,Relaxing
50.72,13.2,33.6,45.46,Relaxing
50.73,13.19,33.4,44.76,Relaxing
50.75,13.18,33.3,44.93,Relaxing
50.76,13.17,33.3,44.76,Relaxing
50.77,13.15,33.3,45.46,Relaxing
50.78,13.14,33.3,44.93,Relaxing
50.8,13.13,33.3,44.93,Relaxing
50.81,13.11,33.2,44.93,Relaxing
50.82,13.1,33.1,44.58,Relaxing
50.83,13.09,33.1,44.58,Relaxing
50.85,13.07,32.9,44.93,Relaxing
50.86,13.06,32.8,45.29,Relaxing
50.87,13.05,32.9,44.93,Relaxing
50.88,13.03,32.8,44.58,Relaxing
50.9,13.02,33,44.58,Relaxing
50.91,13.01,32.8,45.11,Relaxing
50.92,13,32.4,44.58,Relaxing
50.93,12.98,32.4,44.76,Relaxing
50.94,12.97,32.5,44.93,Relaxing
50.96,12.96,32.5,44.76,Relaxing
50.97,12.94,32.3,44.76,Relaxing
50.98,12.94,32.3,45.11,Relaxing
50.99,12.92,32.6,45.11,Relaxing
51.01,12.91,32.1,45.11,Relaxing
51.02,12.9,32.2,45.11,Relaxing
51.03,12.88,32.2,45.29,Relaxing
51.04,12.86,31.8,45.11,Relaxing
51.06,12.85,31.6,45.11,Relaxing
51.07,12.84,31.8,45.29,Relaxing
51.08,12.83,31.7,45.46,Relaxing
51.09,12.81,31.6,45.29,Relaxing
51.1,12.8,31.7,44.58,Relaxing
51.12,12.78,31.8,44.24,Relaxing
51.13,12.77,31.6,44.24,Relaxing
51.14,12.77,31.7,44.41,Relaxing
51.15,12.75,31.8,44.41,Relaxing
51.17,12.74,31.7,44.58,Relaxing
51.18,12.73,31.6,44.93,Relaxing
51.19,12.71,31.5,44.76,Relaxing
51.2,12.71,31.3,45.29,Relaxing
51.22,12.69,31.3,44.76,Relaxing
51.23,12.68,31.3,44.93,Relaxing
51.24,12.67,31.5,44.24,Relaxing
51.25,12.65,31.3,45.11,Relaxing
51.27,12.64,31,45.29,Relaxing
51.28,12.63,30.9,45.11,Relaxing
51.29,12.61,30.8,45.11,Relaxing
51.3,12.6,30.9,44.24,Relaxing
51.31,12.59,30.9,44.58,Relaxing
51.33,12.58,30.8,44.76,Relaxing
51.34,12.56,31,44.58,Relaxing
51.35,12.55,30.9,45.29,Relaxing
51.36,12.54,30.7,44.93,Relaxing
51.38,12.52,30.6,45.29,Relaxing
51.39,12.51,30.6,45.11,Relaxing
51.4,12.5,30.6,45.29,Relaxing
51.41,12.48,30.5,44.24,Relaxing
51.42,12.48,30.5,44.76,Relaxing
51.44,12.46,30.4,44.58,Relaxing
51.45,12.45,30.3,44.58,Relaxing
51.46,12.43,30,44.58,Relaxing
51.47,12.43,30.2,45.29,Relaxing
51.49,12.41,30.1,44.93,Relaxing
51.5,12.4,30,45.11,Relaxing
51.51,12.39,30.1,45.29,Relaxing
51.52,12.37,30.1,45.29,Relaxing
51.54,12.35,30,44.76,Relaxing
51.55,12.35,29.8,45.11,Relaxing
51.56,12.33,29.6,45.11,Relaxing
51.57,12.31,29.7,45.11,Relaxing
51.59,12.3,29.6,44.76,Relaxing
51.6,12.29,29.5,45.29,Relaxing
51.61,12.27,29.5,44.93,Relaxing
51.62,12.26,29.5,44.93,Relaxing
51.63,12.25,29.5,44.76,Relaxing
51.65,12.23,29.6,44.58,Relaxing
51.66,12.22,29.5,44.76,Relaxing
51.67,12.21,29.3,44.93,Relaxing
51.68,12.19,29.1,44.93,Relaxing
51.7,12.19,29,44.76,Relaxing
51.71,12.18,29.2,44.58,Relaxing
51.72,12.16,29.3,44.76,Relaxing
51.73,12.15,29.4,44.76,Relaxing
51.75,12.14,29,44.76,Relaxing
51.76,12.13,28.8,44.58,Relaxing
51.77,12.11,28.9,44.58,Relaxing
51.78,12.1,28.8,44.58,Relaxing
51.8,12.09,28.7,44.58,Relaxing
51.81,12.07,28.6,44.76,Relaxing
51.82,12.06,28.7,44.58,Relaxing
51.83,12.05,29,44.58,Relaxing
51.84,12.03,28.9,44.76,Relaxing
51.86,12.02,28.8,44.93,Relaxing
51.87,12.01,28.8,44.76,Relaxing
51.88,12,28.5,44.76,Relaxing
51.9,11.98,28.5,44.06,Relaxing
51.91,11.97,28.5,44.41,Relaxing
51.92,11.96,28.3,44.24,Relaxing
51.93,11.94,28.2,44.06,Relaxing
51.94,11.94,28.5,44.24,Relaxing
51.96,11.92,28.4,44.06,Relaxing
51.97,11.9,28,43.89,Relaxing
51.98,11.9,28,44.06,Relaxing
51.99,11.89,28.2,43.72,Relaxing
52.01,11.86,27.9,43.89,Relaxing
52.02,11.86,27.9,44.06,Relaxing
52.03,11.85,27.9,44.06,Relaxing
52.04,11.83,28.1,43.72,Relaxing
52.05,11.82,27.8,43.72,Relaxing
52.07,11.8,27.7,43.72,Relaxing
52.08,11.79,27.8,43.21,Relaxing
52.09,11.77,27.5,43.04,Relaxing
52.1,11.77,27.8,42.7,Relaxing
52.12,11.75,27.6,42.87,Relaxing
52.13,11.74,27.6,42.87,Relaxing
52.14,11.73,27.6,43.21,Relaxing
52.15,11.71,27.6,43.21,Relaxing
52.17,11.7,27.6,43.04,Relaxing
52.18,11.69,27.6,42.37,Relaxing
52.19,11.68,27.6,42.04,Relaxing
52.2,11.67,27.4,42.04,Relaxing
52.22,11.65,27.3,42.04,Relaxing
52.23,11.64,27.3,42.37,Relaxing
52.24,11.63,27.1,42.2,Relaxing
52.25,11.61,27,42.54,Relaxing
52.26,11.6,27,41.87,Relaxing
52.28,11.59,26.9,42.04,Relaxing
52.29,11.57,27,42.37,Relaxing
52.3,11.56,26.7,41.87,Relaxing
52.31,11.55,26.9,42.04,Relaxing
52.33,11.54,27,42.04,Relaxing
52.34,11.52,26.7,42.04,Relaxing
52.35,11.51,26.5,42.04,Relaxing
52.36,11.5,26.5,41.87,Relaxing
52.38,11.48,26.6,42.2,Relaxing
52.39,11.47,26.9,42.2,Relaxing
52.4,11.46,26.7,41.71,Relaxing
52.41,11.45,26.5,42.54,Relaxing
52.43,11.44,26.4,42.7,Relaxing
52.44,11.43,26.1,42.54,Relaxing
52.45,11.41,26.2,42.54,Relaxing
52.46,11.4,-47.4,42.7,Relaxing
52.47,11.39,26,42.54,Relaxing
52.53,11.32,26,42.54,Relaxing
52.55,11.31,26,42.54,Relaxing
52.56,11.3,26,42.54,Relaxing
52.57,11.28,25.9,42.54,Relaxing
52.58,11.27,26.1,42.37,Relaxing
52.6,11.26,26,42.04,Relaxing
52.61,11.25,25.9,42.04,Relaxing
52.62,11.23,26,41.87,Relaxing
52.63,11.22,25.8,42.37,Relaxing
52.65,11.21,25.4,42.2,Relaxing
52.66,11.19,25.5,42.2,Relaxing
52.67,11.18,25.9,42.37,Relaxing
52.68,11.17,25.9,42.2,Relaxing
52.69,11.15,25.4,42.2,Relaxing
52.71,11.15,25.3,42.2,Relaxing
52.72,11.13,25.2,42.2,Relaxing
52.73,11.12,25.3,42.2,Relaxing
52.74,11.1,25.7,42.37,Relaxing
52.76,11.1,25.3,42.04,Relaxing
52.77,11.08,25,42.04,Relaxing
52.78,11.07,25.1,42.04,Relaxing
52.79,11.06,25.3,42.2,Relaxing
52.81,11.04,25.3,42.04,Relaxing
52.82,11.03,25.2,42.04,Relaxing
52.83,11.02,25.1,41.87,Relaxing
52.84,11.01,24.9,42.04,Relaxing
52.85,10.99,24.9,42.04,Relaxing
52.87,10.98,25,41.87,Relaxing
52.88,10.97,25,41.87,Relaxing
52.89,10.96,24.9,41.71,Relaxing
52.9,10.94,24.9,41.87,Relaxing
52.92,10.93,24.8,41.71,Relaxing
52.93,10.92,24.6,41.55,Relaxing
52.94,10.9,24.7,41.87,Relaxing
52.95,10.9,24.8,41.87,Relaxing
52.97,10.88,24.7,41.87,Relaxing
52.98,10.87,24.5,41.71,Relaxing
52.99,10.85,24.5,41.55,Relaxing
53,10.84,24.3,41.38,Relaxing
53.01,10.83,24.2,41.71,Relaxing
53.03,10.82,24.3,41.38,Relaxing
53.04,10.8,24.2,41.38,Relaxing
53.05,10.79,24.3,41.06,Relaxing
53.06,10.78,24.6,41.06,Relaxing
53.08,10.77,24.5,40.26,Relaxing
53.09,10.76,24,40.58,Relaxing
53.1,10.74,23.8,41.06,Relaxing
53.11,10.73,24.1,41.22,Relaxing
53.13,10.72,24.1,41.22,Relaxing
53.14,10.71,24,41.38,Relaxing
53.15,10.69,23.9,41.38,Relaxing
